k,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary▼,Acquired
19,Mike Mussina\mussimi01,39,NYY,200.1,34,34,85,3.82,4.80,-0.25,0.19,102.4,5.36,31,3.3,,-0.1,5.2,56,.597,.520,$11071029,Free Agency
20,Vicente Padilla\padilvi01,30,TEX,171.0,29,29,100,5.26,4.66,-0.26,0.18,100.1,5.11,-6,-0.6,,-0.1,1.0,16,.479,.496,$11000000,Free Agency
21,Carl Pavano\pavanca01,32,NYY,34.1,7,7,23,6.03,4.72,-0.28,0.18,102.3,5.30,-3,-0.3,,0.0,0.0,1,.453,.498,$11000000,Free Agency
22,CC Sabathia*\sabatc.01,27,2TM,253.0,35,35,85,3.02,4.63,0.17,0.18,97.6,4.53,41,4.6,,-0.2,6.8,67,.632,.514,$11000000,Amateur Draft
23,Chris Carpenter\carpech01,33,STL,15.1,4,3,5,2.93,4.76,0.39,0.16,104.4,4.73,3,0.3,.14,0.0,0.5,4,.584,.502,$10500000,Free Agency
24,Billy Wagner*\wagnebi02,36,NYM,47.0,45,0,17,3.26,4.55,0.08,-0.33,99.7,4.12,5,0.5,1.54,0.1,1.0,9,.511,.503,$10500000,Free Agency
25,Kevin Millwood\millwke01,33,TEX,168.2,29,29,104,5.55,4.68,-0.28,0.18,101.9,5.24,-9,-0.9,,-0.1,0.7,12,.470,.495,$10368892,Free Agency
26,Josh Beckett\beckejo02,28,BOS,174.1,27,27,80,4.13,4.75,0.13,0.18,106.4,5.12,16,1.7,,-0.1,3.3,38,.562,.510,$10166666,Traded
27,Matt Morris\morrima01,33,PIT,22.1,5,5,31,12.49,4.83,-0.14,0.19,97.0,5.00,-18,-1.4,,0.0,-1.2,-17,.229,.492,$10037283,Traded
28,Jose Contreras\contrjo01,36,CHW,121.0,20,20,64,4.76,4.80,-0.22,0.19,106.1,5.52,8,0.8,,-0.1,2.0,23,.541,.505,$10000000,Traded
29,Eric Gagne\gagneer01,32,MIL,46.1,50,0,28,5.44,4.72,0.23,-0.34,99.1,4.11,-7,-0.7,1.44,-0.2,-0.5,-3,.487,.496,$10000000,Free Agency
30,Roy Halladay\hallaro01,31,TOR,246.0,34,33,88,3.22,4.82,0.25,0.18,98.6,4.68,35,3.8,2.57,-0.2,6.2,67,.613,.524,$10000000,Amateur Draft
31,Derek Lowe\lowede01,35,LAD,211.0,34,34,84,3.58,4.48,-0.08,0.18,97.6,4.63,26,2.8,,-0.1,4.4,43,.581,.517,$10000000,Free Agency
32,Greg Maddux\maddugr01,42,2TM,194.0,33,33,105,4.87,4.49,-0.03,0.18,92.1,4.32,-11,-1.1,,-0.1,0.5,5,.468,.496,$10000000,Traded
33,Francisco Rodriguez\rodrifr03,26,LAA,68.1,76,0,21,2.77,4.83,0.05,-0.36,101.6,4.50,12,1.2,2.15,0.5,2.4,21,.516,.507,$10000000,Amateur Free Agent
34,Jake Westbrook\westbja01,30,CLE,34.2,5,5,13,3.38,4.94,0.16,0.19,97.0,4.82,5,0.5,,0.0,0.9,9,.606,.503,$10000000,Traded
35,Jarrod Washburn*\washbja01,33,SEA,153.2,28,26,87,5.10,4.73,0.11,0.18,96.3,4.62,-11,-1.1,1.85,-0.1,0.4,9,.462,.493,$9850000,Free Agency
36,Miguel Batista\batismi01,37,SEA,115.0,44,20,89,6.97,4.94,0.11,0.08,97.7,4.80,-30,-2.8,1.62,-0.3,-2.0,-15,.435,.482,$9500000,Free Agency
37,Brad Penny\pennybr01,30,LAD,94.2,19,17,68,6.46,4.53,-0.09,0.18,95.8,4.59,-19,-1.8,.31,-0.1,-1.1,-11,.405,.489,$9250000,Traded
38,Francisco Cordero\cordefr01,33,CIN,70.1,72,0,28,3.58,4.65,-0.12,-0.34,103.3,4.58,8,0.8,1.56,0.1,1.6,14,.512,.505,$8625000,Free Agency
39,Brett Myers\myersbr01,27,PHI,190.0,30,30,103,4.88,4.57,0.45,0.18,103.3,4.45,-8,-0.8,,-0.1,0.7,8,.473,.495,$8583333,Amateur Draft
40,Jeremy Bonderman\bondeje01,25,DET,71.1,12,12,39,4.92,4.69,-0.35,0.18,104.6,5.47,3,0.3,,-0.1,1.0,12,.526,.502,$8500000,Traded
41,Daisuke Matsuzaka\matsuda01,27,BOS,167.2,29,29,58,3.11,4.77,0.12,0.18,105.7,5.12,34,3.7,,-0.1,5.3,56,.629,.523,$8333333,Purchased
42,Carlos Silva\silvaca01,29,SEA,153.1,28,28,114,6.69,4.83,0.12,0.19,95.8,4.69,-37,-3.3,,-0.1,-1.9,-17,.381,.479,$8250000,Free Agency
43,Jeff Suppan\suppaje01,33,MIL,177.2,31,31,110,5.57,4.65,0.26,0.19,99.6,4.55,-19,-1.9,,-0.1,-0.5,-5,.440,.489,$8250000,Free Agency
44,Tom Glavine*\glavito02,42,ATL,63.1,13,13,40,5.68,4.60,0.19,0.18,101.0,4.63,-7,-0.7,,0.0,-0.2,-2,.447,.496,$8000000,Free Agency
45,Jason Isringhausen\isrinja01,35,STL,42.2,42,0,28,5.91,4.60,0.37,-0.33,100.3,3.91,-9,-0.9,1.28,-0.2,-0.7,-6,.478,.494,$8000000,Free Agency
46,Ted Lilly*\lillyte01,32,CHC,204.2,34,34,96,4.22,4.60,-0.15,0.18,104.9,5.18,23,2.4,,-0.1,4.1,40,.572,.515,$8000000,Free Agency
47,Kenny Rogers*\rogerke01,43,DET,173.2,30,30,118,6.12,4.69,-0.38,0.18,103.1,5.42,-17,-1.6,,-0.1,0.1,5,.446,.490,$8000000,Free Agency
48,Adam Eaton\eatonad01,30,PHI,107.0,21,19,71,5.97,4.53,0.51,0.17,101.5,4.25,-20,-1.9,.41,-0.1,-1.0,-11,.411,.488,$7958333,Free Agency
49,Doug Davis*\davisdo02,32,ARI,146.0,26,26,76,4.68,4.51,-0.21,0.18,109.8,5.37,12,1.3,,-0.1,2.4,24,.548,.508,$7750000,Traded
50,Paul Byrd\byrdpa01,37,2TM,180.0,30,30,96,4.80,4.79,0.17,0.18,100.4,4.83,-3,-0.3,,-0.1,1.4,20,.491,.498,$7500000,Traded
51,Trevor Hoffman\hoffmtr01,40,SDP,45.1,48,0,19,3.77,4.45,-0.01,-0.32,85.1,3.52,-1,-0.1,1.88,-0.1,0.2,3,.498,.499,$7500000,Free Agency
52,Esteban Loaiza\loaizes01,36,2TM,27.0,10,3,17,5.67,4.47,-0.11,-0.12,103.4,4.61,-3,-0.3,.61,0.0,-0.1,-1,.470,.499,$7500000,Free Agency
53,Hiroki Kuroda\kurodhi01,33,LAD,183.1,31,31,85,4.17,4.54,-0.08,0.18,97.8,4.69,12,1.2,,-0.1,2.7,27,.539,.508,$7433333,Free Agency
54,Ryan Dempster\dempsry01,31,CHC,206.2,33,33,75,3.27,4.55,-0.15,0.18,108.7,5.30,48,5.4,,-0.1,7.0,65,.662,.533,$7333333,Free Agency
55,John Lackey\lackejo01,29,LAA,163.1,24,24,71,3.91,4.81,0.05,0.19,102.5,5.07,18,1.9,,-0.1,3.5,39,.579,.512,$7333333,Amateur Draft
56,Erik Bedard*\bedarer01,29,SEA,81.0,15,15,38,4.22,4.82,0.09,0.19,96.6,4.75,3,0.3,,-0.1,1.1,14,.522,.502,$7000000,Traded
57,Todd Jones\jonesto02,40,DET,41.2,45,0,30,6.48,4.76,-0.40,-0.35,103.0,4.95,-8,-0.8,1.18,-0.2,-0.5,-3,.483,.495,$7000000,Free Agency
58,Mark Mulder*\muldema01,30,STL,1.2,3,1,2,10.80,4.88,0.50,-0.24,99.5,4.11,-1,-0.1,1.19,0.0,-0.1,-1,.460,.499,$7000000,Free Agency
59,Dontrelle Willis*\willido03,26,DET,24.0,8,7,25,9.38,5.00,-0.30,0.17,102.0,5.58,-11,-1.0,.15,0.0,-0.7,-8,.381,.494,$7000000,Traded
60,Aaron Harang\haranaa01,30,CIN,184.1,30,29,104,5.08,4.71,-0.15,0.18,103.8,5.22,4,0.4,2.20,-0.1,1.9,19,.514,.503,$6750000,Traded
61,Jake Peavy\peavyja01,27,SDP,173.2,27,27,57,2.95,4.47,-0.01,0.18,88.9,4.14,24,2.6,,-0.1,3.9,38,.596,.516,$6500000,Amateur Draft
62,Oliver Perez*\perezol01,26,NYM,194.0,34,34,100,4.64,4.65,0.09,0.19,98.3,4.67,2,0.2,,-0.1,1.7,18,.505,.501,$6500000,Traded
63,Jason Marquis\marquja01,29,CHC,167.0,29,28,87,4.69,4.53,-0.18,0.18,107.4,5.25,11,1.2,1.05,-0.1,2.5,25,.541,.507,$6375000,Free Agency
64,Brad Lidge\lidgebr01,31,PHI,69.1,72,0,17,2.21,4.62,0.35,-0.33,102.0,4.02,14,1.5,1.60,0.3,2.4,20,.521,.509,$6350000,Traded
65,Chad Cordero\cordech01,26,WSN,4.1,6,0,1,2.08,4.89,-0.04,-0.36,98.7,4.51,1,0.1,.68,0.0,0.1,2,.521,.501,$6200000,Amateur Draft
66,Jamie Moyer*\moyerja01,45,PHI,196.1,33,33,85,3.90,4.62,0.48,0.18,101.6,4.39,12,1.2,,-0.1,2.8,28,.538,.508,$6000000,Free Agency
67,Joe Nathan\nathajo01,33,MIN,67.2,68,0,13,1.73,4.75,-0.14,-0.35,94.8,4.30,18,1.9,1.95,0.7,3.3,27,.527,.511,$6000000,Traded
68,Kyle Farnsworth\farnsky01,32,2TM,60.1,61,0,32,4.77,4.84,-0.25,-0.36,102.7,4.87,-1,0.0,1.22,-0.3,0.4,7,.499,.501,$5916666,Traded
69,Tom Gordon\gordoto01,40,PHI,29.2,34,0,19,5.76,4.47,0.47,-0.32,102.3,3.76,-6,-0.6,1.81,-0.3,-0.7,-4,.481,.496,$5500000,Free Agency
70,Braden Looper\loopebr01,33,STL,199.0,33,33,101,4.57,4.63,0.39,0.19,100.1,4.42,-2,-0.2,,-0.1,1.4,14,.494,.499,$5500000,Free Agency
71,Joel Pineiro\pineijo01,29,STL,148.2,26,25,89,5.39,4.54,0.41,0.17,100.3,4.32,-17,-1.6,.01,-0.1,-0.5,-5,.438,.490,$5500000,Traded
72,Brandon Webb\webbbr01,29,ARI,226.2,34,34,95,3.77,4.48,-0.19,0.18,106.6,5.17,36,4.0,,-0.2,5.8,55,.617,.525,$5500000,Amateur Draft
73,Aaron Cook\cookaa01,29,COL,211.1,32,32,102,4.34,4.50,-0.21,0.18,109.2,5.34,25,2.6,,-0.1,4.3,42,.583,.516,$5125000,Amateur Draft
74,Brian Fuentes*\fuentbr01,32,COL,62.2,67,0,22,3.16,4.55,-0.15,-0.33,109.5,4.79,12,1.2,1.75,0.3,2.1,17,.518,.507,$5050000,Traded
75,Octavio Dotel\doteloc01,34,CHW,67.0,72,0,34,4.57,4.91,-0.15,-0.36,105.8,4.97,2,0.2,1.41,-0.2,0.7,10,.503,.501,$5000000,Free Agency
76,Livan Hernandez\hernali01,33,2TM,180.0,31,31,129,6.45,4.65,-0.22,0.18,99.7,5.02,-31,-2.8,,-0.1,-1.2,-10,.408,.491,$5000000,Waivers
77,Rich Harden\harderi01,26,2TM,148.0,25,25,38,2.31,4.70,0.05,0.18,101.3,4.89,41,4.7,,-0.1,6.0,57,.687,.514,$4750000,Traded
78,Randy Wolf*\wolfra02,31,2TM,190.1,33,33,100,4.73,4.55,0.02,0.18,93.2,4.39,-6,-0.5,,-0.1,1.0,9,.483,.497,$4750000,Traded
79,Jose Valverde\valvejo01,30,HOU,72.0,74,0,28,3.50,4.65,0.07,-0.34,98.2,4.16,6,0.6,1.52,0.0,1.3,12,.508,.504,$4700000,Traded
80,Bronson Arroyo\arroybr01,31,CIN,200.0,34,34,116,5.22,4.71,-0.15,0.19,102.2,5.16,0,0.0,,-0.1,1.5,16,.499,.500,$4575000,Traded
81,Bob Howry\howrybo01,34,CHC,70.2,72,0,44,5.60,4.63,-0.17,-0.34,107.5,4.80,-6,-0.6,1.08,-0.1,-0.1,0,.492,.496,$4500000,Free Agency
82,Jamie Walker*\walkeja01,36,BAL,38.0,59,0,31,7.34,5.00,-0.01,-0.37,102.6,4.76,-12,-1.2,1.32,-0.3,-1.0,-7,.481,.493,$4500000,Free Agency
83,J.J. Putz\putzjj01,31,SEA,46.1,47,0,20,3.88,4.97,0.08,-0.37,96.0,4.34,1,0.2,1.70,-0.1,0.6,7,.503,.501,$4400000,Amateur Draft
84,Kyle Lohse\lohseky01,29,STL,200.0,33,33,88,3.96,4.61,0.39,0.18,100.3,4.42,11,1.2,,-0.1,2.8,28,.536,.507,$4250000,Free Agency
85,Nate Robertson*\roberna01,30,DET,168.2,32,28,124,6.62,4.73,-0.37,0.16,102.7,5.40,-26,-2.4,.13,-0.1,-0.8,-4,.424,.485,$4250000,Traded
86,Scot Shields\shielsc01,32,LAA,63.1,64,0,29,4.12,4.86,0.05,-0.36,103.4,4.60,2,0.2,1.61,-0.1,0.8,10,.504,.501,$4250000,Amateur Draft
87,Justin Speier\speieju01,34,LAA,68.0,62,0,41,5.43,4.82,0.06,-0.36,102.1,4.50,-8,-0.8,1.04,-0.2,-0.3,0,.487,.495,$4250000,Free Agency
88,Kerry Wood\woodke02,31,CHC,66.1,65,0,24,3.26,4.59,-0.13,-0.33,106.4,4.67,11,1.1,1.56,0.2,1.9,16,.517,.507,$4200000,Free Agency
89,Dan Haren\harenda01,27,ARI,216.0,33,33,86,3.58,4.43,-0.19,0.18,108.8,5.22,40,4.5,,-0.1,6.1,58,.635,.528,$4050000,Traded
90,Joe Borowski\borowjo01,37,CLE,16.2,18,0,14,7.56,4.71,0.19,-0.35,99.6,4.15,-7,-0.6,1.54,-0.2,-0.7,-4,.464,.496,$4000000,Free Agency
91,Kei Igawa*\igawake01,28,NYY,4.0,2,1,6,13.50,4.97,-0.47,0.05,104.3,5.72,-4,-0.3,.01,0.0,-0.2,-3,.347,.498,$4000000,Purchased
92,Jason Jennings\jennija01,29,TEX,27.1,6,6,27,8.89,4.71,-0.31,0.18,104.1,5.42,-11,-1.0,,0.0,-0.7,-8,.341,.494,$4000000,Free Agency
93,Cliff Lee*\leecl02,29,CLE,223.1,31,31,68,2.74,4.70,0.15,0.18,98.4,4.66,43,4.8,,-0.2,6.9,72,.655,.530,$4000000,Traded
94,Scott Linebrink\linebsc01,31,CHW,46.1,50,0,20,3.88,4.90,-0.19,-0.36,105.7,4.99,5,0.5,1.37,0.0,0.9,11,.510,.503,$4000000,Free Agency
95,Ron Mahay*\mahayro01,37,KCR,64.2,57,0,27,3.76,4.87,-0.43,-0.36,100.0,4.94,7,0.7,1.44,0.0,1.4,16,.513,.505,$4000000,Free Agency
96,David Riske\riskeda01,31,MIL,42.1,45,0,25,5.31,4.74,0.25,-0.34,98.9,4.10,-6,-0.6,1.31,-0.2,-0.3,-2,.488,.497,$4000000,Free Agency
97,Tim Wakefield\wakefti01,41,BOS,181.0,30,30,89,4.43,4.74,0.13,0.18,105.9,5.07,10,1.0,,-0.1,2.7,33,.533,.506,$4000000,Free Agency
98,Chien-Ming Wang\wangch01,28,NYY,95.0,15,15,44,4.17,4.77,-0.25,0.18,102.1,5.32,10,1.1,,-0.1,2.0,22,.573,.507,$4000000,Amateur Free Agent
99,Troy Percival\percitr01,38,TBR,45.2,50,0,26,5.12,4.78,0.13,-0.35,100.2,4.31,-5,-0.5,1.53,-0.3,-0.3,1,.490,.497,$3897797,Free Agency
100,Julian Tavarez\tavarju01,35,3TM,54.2,52,0,42,6.91,4.67,0.19,-0.34,99.1,4.10,-17,-1.6,.79,0.2,-1.0,-12,.468,.497,$3850000,Free Agency
101,Scott Eyre*\eyresc01,36,2TM,25.2,38,0,12,4.21,4.66,0.11,-0.34,101.5,4.28,0,0.0,1.31,-0.1,0.2,2,.501,.500,$3800000,Free Agency
102,Scott Kazmir*\kazmisc01,24,TBR,152.1,27,27,61,3.60,4.91,0.12,0.19,102.1,5.07,22,2.4,,-0.1,3.8,41,.587,.515,$3785000,Traded
103,LaTroy Hawkins\hawkila01,35,2TM,62.0,57,0,29,4.21,4.73,-0.15,-0.35,101.6,4.61,2,0.2,.76,0.0,0.9,9,.504,.500,$3750000,Traded
104,Joe Blanton\blantjo01,27,2TM,197.2,33,33,110,5.01,4.78,0.36,0.19,96.6,4.44,-15,-1.4,,-0.1,0.4,7,.458,.495,$3700000,Amateur Draft
105,Chad Bradford\bradfch01,33,2TM,59.1,68,0,20,3.03,4.82,0.04,-0.36,102.7,4.54,9,0.9,1.47,0.1,1.6,16,.513,.502,$3666666,Free Agency
106,Scott Schoeneweis*\schoesc01,34,NYM,56.2,73,0,23,3.65,4.67,0.10,-0.34,98.1,4.15,3,0.4,1.22,-0.1,0.8,8,.505,.502,$3600000,Free Agency
107,Jon Lieber\liebejo01,38,CHC,46.2,26,1,24,4.63,4.56,-0.19,-0.31,105.5,4.69,1,0.1,.81,-0.1,0.4,4,.502,.500,$3500000,Free Agency
108,Russ Springer\sprinru01,39,STL,50.1,70,0,14,2.50,4.70,0.32,-0.34,99.6,4.02,9,0.9,1.14,0.0,1.3,13,.513,.506,$3500000,Free Agency
109,Luis Vizcaino\vizcalu01,33,COL,46.0,43,0,28,5.48,4.52,-0.18,-0.33,110.2,4.82,-3,-0.3,.55,0.0,0.1,1,.493,.498,$3500000,Free Agency
110,Derrick Turnbow\turnbde01,30,MIL,6.1,8,0,11,15.63,4.97,0.30,-0.36,102.4,4.42,-8,-0.7,.89,0.0,-0.7,-7,.408,.495,$3370666,Waivers
111,Salomon Torres\torresa01,36,MIL,80.0,71,0,35,3.94,4.64,0.24,-0.34,99.7,4.05,1,0.1,1.80,-0.1,0.8,8,.502,.501,$3333333,Traded
112,Huston Street\streehu01,24,OAK,70.0,63,0,29,3.73,4.80,0.24,-0.36,95.5,4.02,1,0.1,1.60,-0.2,0.7,10,.502,.501,$3300000,Amateur Draft
113,David Weathers\weathda01,38,CIN,69.1,72,0,27,3.50,4.68,-0.15,-0.34,103.5,4.66,9,1.0,1.18,0.0,1.5,15,.513,.506,$3300000,Free Agency
114,J.C. Romero*\romerj.01,32,PHI,59.0,81,0,18,2.75,4.69,0.40,-0.34,101.7,4.02,9,0.9,1.57,0.2,1.6,14,.511,.506,$3250000,Free Agency
115,Guillermo Mota\motagu01,34,MIL,57.0,58,0,28,4.42,4.69,0.22,-0.34,98.5,4.07,-2,-0.2,1.19,-0.1,0.2,3,.497,.499,$3200000,Traded
116,Brandon Lyon\lyonbr01,28,ARI,59.1,61,0,34,5.16,4.47,-0.22,-0.32,109.4,4.78,-2,-0.2,1.48,-0.2,0.2,3,.496,.499,$3125000,Traded
117,Alan Embree*\embreal01,38,OAK,61.2,70,0,36,5.25,4.94,0.26,-0.37,95.5,4.12,-9,-0.9,1.34,-0.3,-0.6,-1,.487,.495,$3107126,Free Agency
118,Kip Wells\wellski01,31,2TM,37.2,25,2,29,6.93,4.82,-0.24,-0.27,100.1,4.79,-9,-0.9,.70,0.1,-0.5,-5,.465,.497,$3100000,Free Agency
119,Jeremy Affeldt*\affelje01,29,CIN,78.1,74,0,36,4.14,4.73,-0.13,-0.34,103.5,4.68,5,0.5,.65,-0.2,1.0,12,.507,.503,$3000000,Free Agency
120,Jeff Francis*\francje01,27,COL,143.2,24,24,84,5.26,4.57,-0.21,0.18,109.0,5.41,3,0.3,,-0.1,1.5,15,.514,.502,$3000000,Amateur Draft
121,Masahide Kobayashi\kobayma01,34,CLE,55.2,57,0,30,4.85,4.83,0.17,-0.36,98.8,4.26,-5,-0.5,1.01,-0.2,0.0,2,.492,.497,$3000000,Free Agency
122,Mike Timlin\timlimi01,42,BOS,49.1,47,0,32,5.84,4.86,0.15,-0.36,106.1,4.62,-8,-0.8,.64,0.0,-0.2,-1,.484,.495,$3000000,Free Agency
123,Brett Tomko\tomkobr01,35,2TM,70.0,22,10,51,6.56,4.90,-0.44,0.07,100.2,5.43,-10,-0.9,.58,-0.1,-0.4,-1,.458,.495,$3000000,Free Agency
124,Daniel Cabrera\cabreda01,27,BAL,180.0,30,30,109,5.45,4.72,-0.01,0.18,102.3,5.03,-12,-1.2,,-0.1,0.6,11,.462,.493,$2875000,Amateur Free Agent
125,Dan Wheeler\wheelda01,30,TBR,66.1,70,0,25,3.39,4.82,0.13,-0.36,101.2,4.38,6,0.6,1.76,0.0,1.4,15,.509,.504,$2875000,Traded
126,Rafael Soriano\soriara01,28,ATL,14.0,14,0,5,3.21,4.76,0.13,-0.35,97.6,4.19,2,0.2,1.38,0.0,0.3,3,.512,.501,$2650000,Traded
127,Chris Young\youngch03,29,SDP,102.1,18,18,46,4.05,4.42,-0.01,0.18,89.9,4.14,2,0.2,,-0.1,1.0,10,.509,.501,$2625000,Traded
128,Dave Bush\bushda01,28,MIL,185.0,31,29,92,4.48,4.67,0.24,0.18,99.7,4.59,3,0.3,.37,-0.1,1.8,18,.511,.502,$2550000,Traded
129,Doug Brocail\brocado01,41,HOU,68.2,72,0,30,3.93,4.72,0.08,-0.34,99.4,4.28,3,0.3,1.31,-0.1,0.8,9,.504,.502,$2500000,Free Agency
130,Kevin Gregg\greggke01,30,FLA,68.2,72,0,30,3.93,4.57,0.06,-0.33,101.0,4.23,3,0.3,1.80,0.0,0.9,8,.504,.502,$2500000,Traded
131,Yasuhiko Yabuta\yabutya01,35,KCR,37.2,31,0,21,5.02,5.04,-0.47,-0.37,100.3,5.15,0,0.0,.60,-0.1,0.3,5,.500,.500,$2500000,Free Agency
132,Juan Rincon\rincoju01,29,2TM,55.1,47,0,39,6.34,4.79,-0.02,-0.35,98.5,4.39,-13,-1.3,.74,0.0,-0.7,-6,.473,.496,$2475000,Free Agency
133,Mike Gonzalez*\gonzami02,30,ATL,33.2,36,0,21,5.61,4.65,0.15,-0.34,96.6,4.02,-6,-0.6,1.17,-0.1,-0.4,-3,.484,.496,$2362500,Traded
134,Alberto Reyes\reyesal01,38,TBR,22.2,26,0,12,4.76,4.90,0.14,-0.36,102.4,4.51,-1,-0.1,.92,-0.1,0.1,2,.496,.499,$2300000,Free Agency
135,Joaquin Benoit\benoijo01,30,TEX,45.0,44,0,28,5.60,4.73,-0.24,-0.35,101.9,4.70,-5,-0.5,1.20,-0.2,-0.2,0,.488,.497,$2250000,Amateur Free Agent
136,Scott Downs*\downssc01,32,TOR,70.2,66,0,15,1.91,4.86,0.24,-0.36,98.6,4.20,17,1.7,1.58,0.3,2.8,26,.526,.511,$2250000,Free Agency
137,Ryan Franklin\frankry01,35,STL,78.2,74,0,34,3.89,4.69,0.38,-0.34,99.7,3.96,1,0.1,1.53,-0.1,0.7,7,.501,.501,$2250000,Free Agency
138,Andrew Miller*\millean01,23,FLA,107.1,29,20,78,6.54,4.46,0.06,0.15,99.3,4.51,-24,-2.3,1.22,-0.1,-1.4,-15,.422,.486,$2212500,Traded
139,John Bale*\balejo01,34,KCR,26.2,13,3,13,4.39,4.96,-0.47,-0.05,96.0,5.17,2,0.2,1.03,0.0,0.4,5,.514,.501,$2200000,Free Agency
140,Damaso Marte*\marteda01,33,2TM,65.0,72,0,29,4.02,4.75,-0.12,-0.35,100.6,4.55,4,0.4,1.50,0.0,1.0,10,.505,.502,$2150000,Traded
141,Rafael Betancourt\betanra01,33,CLE,71.0,69,0,41,5.20,4.81,0.15,-0.36,99.4,4.28,-9,-0.9,1.33,-0.3,-0.5,0,.488,.495,$2050000,Free Agency
142,Eddie Guardado*\guarded01,37,2TM,56.1,64,0,26,4.15,4.76,-0.24,-0.35,101.4,4.72,2,0.3,1.31,-0.1,0.8,10,.504,.503,$2000000,Traded
143,Matt Herges\hergema01,38,COL,64.1,58,0,40,5.60,4.55,-0.21,-0.33,109.8,4.86,-5,-0.5,.90,-0.1,0.0,0,.492,.497,$2000000,Free Agency
144,Darren Oliver*\oliveda02,37,LAA,72.0,54,0,24,3.00,4.83,0.06,-0.36,102.4,4.52,11,1.1,1.20,-0.1,1.8,20,.521,.507,$2000000,Free Agency
145,Takashi Saito\saitota01,38,LAD,47.0,45,0,14,2.68,4.55,-0.06,-0.33,97.2,4.17,8,0.8,1.63,0.2,1.4,12,.518,.505,$2000000,Free Agency
