k,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary▼,Acquired
35,Chris Carpenter\carpech01,32,STL,6.0,1,1,5,7.50,5.11,0.26,0.21,98.0,4.96,-2,-0.1,,0.0,-0.1,-1,.355,.499,$8500000,Free Agency
36,Tim Hudson\hudsoti01,31,ATL,224.1,34,34,87,3.49,4.81,0.33,0.20,97.5,4.56,28,2.9,,-0.2,4.7,47,.586,.518,$8500000,Traded
37,Jeff Weaver\weaveje01,30,SEA,146.2,27,27,105,6.44,4.89,-0.36,0.19,97.2,5.29,-20,-1.9,,-0.1,-0.5,-2,.431,.488,$8325000,Free Agency
38,Kenny Rogers*\rogerke01,42,DET,63.0,11,11,36,5.14,4.71,0.24,0.18,101.7,4.74,-3,-0.3,,0.0,0.3,4,.471,.498,$8000000,Free Agency
39,John Smoltz\smoltjo01,40,ATL,205.2,32,32,78,3.41,4.78,0.30,0.19,98.3,4.60,28,3.0,,-0.1,4.6,46,.593,.518,$8000000,Free Agency
40,Jon Lieber\liebejo01,37,PHI,78.0,14,12,44,5.08,4.60,0.26,0.17,103.1,4.65,-3,-0.3,1.28,-0.1,0.3,3,.477,.498,$7833333,Free Agency
41,Brad Penny\pennybr01,29,LAD,208.0,33,33,75,3.25,4.65,-0.03,0.19,101.4,4.94,40,4.3,,-0.1,6.0,58,.631,.527,$7750000,Traded
42,Odalis Perez*\perezod01,29,KCR,137.1,26,26,90,5.90,4.96,0.28,0.19,100.6,4.90,-16,-1.5,,-0.1,-0.2,0,.441,.491,$7750000,Traded
43,Tom Glavine*\glavito02,41,NYM,200.1,34,34,102,4.58,4.86,0.22,0.20,97.8,4.72,4,0.4,,-0.1,2.0,21,.512,.503,$7500000,Free Agency
44,Esteban Loaiza\loaizes01,35,2TM,37.1,7,7,24,5.79,4.58,0.03,0.18,100.1,4.74,-4,-0.3,,0.0,0.0,-1,.460,.498,$7500000,Waivers
45,Randy Wolf*\wolfra02,30,LAD,102.2,18,18,55,4.82,4.70,-0.03,0.19,99.4,4.90,1,0.1,,-0.1,0.9,10,.508,.501,$7477969,Free Agency
46,Gil Meche\mechegi01,28,KCR,216.0,34,34,98,4.08,5.01,0.24,0.19,100.9,5.01,20,2.1,,-0.1,4.2,46,.561,.513,$7400000,Free Agency
47,Adam Eaton\eatonad01,29,PHI,161.2,30,30,117,6.51,4.71,0.26,0.19,101.9,4.73,-31,-2.9,,-0.1,-1.6,-17,.405,.482,$7208333,Free Agency
48,Paul Byrd\byrdpa01,36,CLE,192.1,31,31,107,5.01,4.83,0.01,0.19,99.9,5.00,-2,-0.2,,-0.1,1.7,22,.495,.499,$7000000,Free Agency
49,Tom Gordon\gordoto01,39,PHI,40.0,44,0,21,4.73,4.86,0.23,-0.35,101.2,4.33,-2,-0.2,1.52,-0.1,0.1,2,.497,.499,$7000000,Free Agency
50,Livan Hernandez\hernali01,32,ARI,204.1,33,33,116,5.11,4.76,0.25,0.19,106.0,4.98,-2,-0.2,,-0.1,1.4,16,.494,.499,$7000000,Traded
51,Trevor Hoffman\hoffmtr01,39,SDP,57.1,61,0,21,3.30,4.68,-0.03,-0.34,89.2,3.90,4,0.4,1.99,0.1,1.0,9,.507,.503,$7000000,Free Agency
52,Francisco Rodriguez\rodrifr03,25,LAA,67.1,64,0,22,2.94,4.97,0.02,-0.37,100.4,4.59,12,1.2,1.77,0.3,2.2,20,.518,.507,$7000000,Amateur Free Agent
53,B.J. Ryan*\ryanb.01,31,TOR,4.1,5,0,7,14.54,4.93,0.75,-0.37,99.6,3.81,-5,-0.5,1.73,-0.2,-0.6,-5,.406,.497,$7000000,Free Agency
54,Jaret Wright\wrighja02,31,BAL,10.1,3,3,11,9.58,5.11,0.01,0.20,98.3,5.20,-5,-0.4,,0.0,-0.3,-4,.354,.497,$7000000,Traded
55,Josh Beckett\beckejo02,27,BOS,200.2,30,30,76,3.41,4.98,0.06,0.19,105.7,5.40,43,4.6,,-0.1,6.5,67,.653,.528,$6666667,Traded
56,Jamie Moyer*\moyerja01,44,PHI,199.1,33,33,118,5.33,4.77,0.25,0.19,101.6,4.78,-11,-1.1,,-0.1,0.5,6,.467,.493,$6500000,Traded
57,Bob Wickman\wickmbo01,38,2TM,50.1,57,0,24,4.29,4.71,0.33,-0.34,99.8,4.03,-1,-0.1,1.43,-0.2,0.1,3,.498,.499,$6500000,Free Agency
58,Dontrelle Willis*\willido03,25,FLA,205.1,35,35,131,5.74,4.77,-0.37,0.19,99.1,5.29,-9,-0.9,,-0.1,0.7,8,.474,.494,$6450000,Traded
59,Daisuke Matsuzaka\matsuda01,26,BOS,204.2,32,32,100,4.40,5.04,0.06,0.19,103.8,5.38,21,2.1,,-0.1,4.1,45,.566,.513,$6333333,Purchased
60,Jeff Suppan\suppaje01,32,MIL,206.2,34,34,113,4.92,4.71,-0.10,0.19,99.8,4.99,3,0.3,,-0.1,1.9,20,.508,.502,$6250000,Free Agency
61,Jake Westbrook\westbja01,29,CLE,152.0,25,25,78,4.62,4.80,0.01,0.18,100.8,5.02,6,0.6,,-0.1,2.0,24,.522,.503,$6100000,Traded
62,Miguel Batista\batismi01,36,SEA,193.0,33,32,101,4.71,4.94,-0.33,0.19,95.6,5.21,9,0.9,1.80,-0.1,2.8,32,.528,.506,$6000000,Free Agency
63,Eric Gagne\gagneer01,31,2TM,52.0,54,0,22,3.81,4.99,0.00,-0.37,103.1,4.76,5,0.5,1.31,0.2,1.2,11,.510,.503,$6000000,Traded
64,Ted Lilly*\lillyte01,31,CHC,207.0,34,34,91,3.96,4.69,0.19,0.19,105.3,4.95,24,2.5,,-0.1,4.1,41,.573,.515,$6000000,Free Agency
65,Woody Williams\williwo02,40,HOU,188.0,33,31,114,5.46,4.76,-0.36,0.19,100.7,5.35,-1,-0.1,.62,-0.1,1.3,15,.496,.499,$6000000,Free Agency
66,John Lackey\lackejo01,28,LAA,224.0,33,33,87,3.50,5.01,0.03,0.19,99.3,5.13,39,4.1,,-0.1,6.3,66,.625,.525,$5833333,Amateur Draft
67,Danys Baez\baezda01,29,BAL,50.1,53,0,36,6.44,5.02,0.01,-0.37,101.9,4.73,-10,-1.0,1.15,-0.2,-0.6,-4,.482,.494,$5666667,Free Agency
68,Kyle Farnsworth\farnsky01,31,NYY,60.0,64,0,35,5.25,4.85,-0.09,-0.36,100.5,4.60,-5,-0.5,.94,-0.1,0.0,2,.493,.497,$5666667,Free Agency
69,Doug Davis*\davisdo02,31,ARI,192.2,33,33,100,4.67,4.79,0.22,0.19,106.6,5.08,10,1.0,,-0.1,2.5,26,.530,.506,$5500000,Traded
70,Jason Jennings\jennija01,28,HOU,99.0,19,18,73,6.64,4.70,-0.34,0.19,100.0,5.23,-15,-1.4,.01,-0.1,-0.6,-7,.426,.491,$5500000,Traded
71,Francisco Cordero\cordefr01,32,MIL,63.1,66,0,23,3.27,4.70,-0.07,-0.34,100.5,4.46,9,0.9,1.81,0.2,1.6,14,.513,.505,$5425000,Traded
72,Brad Lidge\lidgebr01,30,HOU,67.0,66,0,29,3.90,4.75,-0.25,-0.34,100.5,4.68,6,0.6,1.44,0.0,1.2,12,.509,.504,$5350000,Amateur Draft
73,Ryan Dempster\dempsry01,30,CHC,66.2,66,0,36,4.86,4.71,0.19,-0.34,104.5,4.37,-3,-0.3,1.39,-0.2,0.1,2,.495,.498,$5333333,Free Agency
74,Joe Nathan\nathajo01,32,MIN,71.2,68,0,15,1.88,4.90,0.07,-0.36,94.7,4.23,18,1.8,1.59,0.3,2.9,27,.527,.511,$5250000,Traded
75,Brett Myers\myersbr01,26,PHI,68.2,51,3,33,4.33,4.79,0.20,-0.22,102.3,4.47,1,0.1,1.54,-0.1,0.7,7,.503,.501,$5083333,Amateur Draft
76,Octavio Dotel\doteloc01,33,2TM,30.2,33,0,16,4.70,5.00,0.21,-0.37,100.4,4.44,-1,-0.1,1.40,0.0,0.2,2,.497,.500,$5000000,Traded
77,Orlando Hernandez\hernaor01,41,NYM,147.2,27,24,64,3.90,4.82,0.18,0.18,96.7,4.67,13,1.4,.55,-0.1,2.5,26,.551,.509,$5000000,Traded
78,Todd Jones\jonesto02,39,DET,61.1,63,0,29,4.26,4.83,0.24,-0.36,99.1,4.20,-1,-0.1,1.75,-0.2,0.4,6,.499,.499,$4809159,Free Agency
79,Jason Marquis\marquja01,28,CHC,191.2,34,33,111,5.21,4.68,0.22,0.19,104.1,4.84,-7,-0.7,.78,-0.1,0.8,9,.480,.496,$4750000,Free Agency
80,Jake Peavy\peavyja01,26,SDP,223.1,34,34,67,2.70,4.60,-0.03,0.19,89.8,4.32,41,4.5,,-0.1,6.2,60,.631,.527,$4750000,Amateur Draft
81,Jeremy Bonderman\bondeje01,24,DET,174.1,28,28,105,5.42,4.89,0.22,0.19,100.7,4.89,-12,-1.1,,-0.1,0.6,9,.460,.493,$4500000,Traded
82,Bob Howry\howrybo01,33,CHC,81.1,78,0,31,3.43,4.69,0.19,-0.34,104.9,4.36,9,0.9,1.59,0.1,1.7,16,.511,.505,$4500000,Free Agency
83,Braden Looper\loopebr01,32,STL,175.0,31,30,100,5.14,4.69,0.22,0.19,99.0,4.61,-9,-0.9,1.25,-0.1,0.5,5,.470,.494,$4500000,Free Agency
84,Mark Mulder*\muldema01,29,STL,11.0,3,3,17,13.91,4.63,0.28,0.19,101.7,4.61,-11,-0.8,,0.0,-0.7,-10,.229,.495,$4500000,Free Agency
85,Brandon Webb\webbbr01,28,ARI,236.1,34,34,91,3.47,4.75,0.21,0.19,106.1,5.03,42,4.6,,-0.2,6.4,62,.634,.528,$4500000,Amateur Draft
86,Rodrigo Lopez\lopezro02,31,COL,79.1,14,14,43,4.88,4.70,0.09,0.19,109.2,5.24,4,0.4,,-0.1,1.0,10,.526,.502,$4325000,Traded
87,Carlos Silva\silvaca01,28,MIN,202.0,33,33,99,4.41,4.94,0.10,0.19,95.1,4.78,7,0.7,,-0.1,2.6,31,.520,.504,$4325000,Traded
88,Aaron Harang\haranaa01,29,CIN,231.2,34,34,100,3.88,4.72,-0.28,0.19,103.4,5.37,39,4.2,,-0.2,6.0,59,.624,.526,$4250000,Traded
89,Kyle Lohse\lohseky01,28,2TM,192.2,34,32,109,5.09,4.74,-0.14,0.18,102.7,5.20,3,0.3,.73,-0.1,1.8,20,.510,.501,$4200000,Traded
90,Chad Cordero\cordech01,25,WSN,75.0,76,0,31,3.72,4.84,-0.10,-0.35,94.9,4.36,6,0.6,1.66,0.0,1.3,12,.508,.504,$4150000,Amateur Draft
91,Bronson Arroyo\arroybr01,30,CIN,210.2,34,34,109,4.66,4.66,-0.32,0.19,102.8,5.31,16,1.7,,-0.1,3.3,34,.550,.510,$4125000,Traded
92,Brett Tomko\tomkobr01,34,2TM,131.1,40,19,89,6.10,4.71,-0.03,0.07,99.4,4.79,-18,-1.8,.53,0.0,-0.7,-7,.456,.491,$4100000,Free Agency
93,Joe Borowski\borowjo01,36,CLE,65.2,69,0,39,5.35,4.85,0.01,-0.36,99.9,4.48,-7,-0.7,1.95,-0.5,-0.5,1,.490,.496,$4000000,Free Agency
94,Scott Elarton\elartsc01,31,KCR,37.0,9,9,44,10.70,4.89,0.30,0.19,100.5,4.80,-25,-1.9,,0.0,-1.6,-20,.286,.488,$4000000,Free Agency
95,Kei Igawa*\igawake01,27,NYY,67.2,14,12,48,6.38,4.83,-0.09,0.14,99.4,5.03,-11,-1.0,1.80,-0.1,-0.4,-3,.429,.494,$4000000,Purchased
96,Joel Pineiro\pineijo01,28,2TM,97.2,42,11,49,4.52,4.80,0.16,0.00,100.8,4.67,2,0.2,.53,-0.1,1.0,11,.504,.500,$4000000,Free Agency
97,Tim Wakefield\wakefti01,40,BOS,189.0,31,31,104,4.95,4.88,0.07,0.19,103.9,5.19,3,0.3,,-0.1,2.2,26,.511,.502,$4000000,Free Agency
98,Kip Wells\wellski01,30,STL,162.2,34,26,116,6.42,4.72,0.21,0.12,99.3,4.59,-32,-3.0,.74,-0.1,-1.7,-18,.412,.482,$4000000,Free Agency
99,Scott Eyre*\eyresc01,35,CHC,52.1,55,0,26,4.47,4.87,0.20,-0.35,105.1,4.54,1,0.1,.89,-0.1,0.4,5,.501,.500,$3833333,Free Agency
100,Shawn Chacon\chacosh01,29,PIT,96.0,64,4,42,3.94,4.74,-0.13,-0.23,98.1,4.54,7,0.7,1.36,-0.1,1.5,15,.511,.504,$3825000,Traded
101,Justin Speier\speieju01,33,LAA,50.0,51,0,17,3.06,4.97,0.03,-0.37,99.0,4.53,8,0.8,1.41,0.0,1.3,14,.515,.505,$3750000,Free Agency
102,Josh Fogg\foggjo01,30,COL,165.2,30,29,99,5.38,4.67,0.09,0.18,107.7,5.13,-4,-0.4,.07,-0.1,0.9,10,.487,.498,$3625000,Free Agency
103,Jorge Julio\juliojo01,28,2TM,62.0,68,0,39,5.66,4.82,-0.01,-0.35,106.1,4.75,-6,-0.5,1.28,-0.3,-0.3,-1,.492,.501,$3600000,Traded
104,Scott Schoeneweis*\schoesc01,33,NYM,59.0,70,0,36,5.49,4.91,0.21,-0.35,97.9,4.26,-8,-0.8,1.00,-0.1,-0.4,-3,.489,.495,$3600000,Free Agency
105,Brian Fuentes*\fuentbr01,31,COL,61.1,64,0,26,3.82,4.63,0.07,-0.33,107.5,4.54,5,0.5,1.53,0.0,1.1,10,.508,.503,$3500000,Traded
106,Erik Bedard*\bedarer01,28,BAL,182.0,28,28,66,3.26,4.96,0.00,0.19,100.6,5.18,37,4.0,,-0.1,5.7,59,.642,.525,$3400000,Amateur Draft
107,Scot Shields\shielsc01,31,LAA,77.0,71,0,36,4.21,5.00,0.03,-0.37,99.9,4.60,3,0.3,1.51,-0.1,1.0,12,.504,.502,$3400000,Amateur Draft
108,Julian Tavarez\tavarju01,34,BOS,134.2,34,23,89,5.95,4.91,0.07,0.13,104.4,5.19,-12,-1.2,.84,-0.1,0.1,4,.465,.493,$3350000,Free Agency
109,Roberto Hernandez\hernaro01,42,2TM,46.1,50,0,37,7.19,4.87,-0.01,-0.36,100.7,4.56,-14,-1.3,.85,0.0,-0.9,-9,.474,.496,$3300000,Free Agency
110,Nate Robertson*\roberna01,29,DET,177.2,30,30,98,4.96,4.86,0.23,0.19,100.4,4.84,-4,-0.4,,-0.1,1.3,17,.487,.498,$3260000,Traded
111,Chris Capuano*\capuach01,28,MIL,150.0,29,25,93,5.58,4.65,-0.09,0.14,100.7,4.91,-10,-1.0,.50,-0.1,0.2,2,.465,.494,$3250000,Traded
112,LaTroy Hawkins\hawkila01,34,COL,55.1,62,0,21,3.42,4.70,0.09,-0.34,106.7,4.56,7,0.7,1.16,-0.1,1.2,12,.512,.505,$3250000,Free Agency
113,Chad Bradford\bradfch01,32,BAL,64.2,78,0,28,3.90,5.12,0.01,-0.38,102.1,4.83,6,0.6,1.74,0.1,1.4,14,.508,.504,$3166667,Free Agency
114,Aaron Cook\cookaa01,28,COL,166.0,25,25,87,4.72,4.68,0.09,0.19,107.7,5.15,9,0.9,,-0.1,2.2,23,.536,.506,$3100000,Amateur Draft
115,Ramon Ortiz\ortizra02,34,2TM,104.0,38,10,65,5.63,4.92,0.10,-0.06,97.7,4.64,-12,-1.2,.25,0.1,0.0,0,.469,.496,$3100000,Traded
116,Tony Armas\armasto02,29,PIT,97.0,31,15,68,6.31,4.73,-0.14,0.05,99.6,4.89,-15,-1.4,.19,0.1,-0.5,-7,.454,.491,$3000000,Free Agency
117,Hector Carrasco\carrahe01,37,LAA,38.1,29,1,34,7.98,5.06,0.03,-0.33,100.8,4.74,-14,-1.3,.69,0.1,-0.8,-10,.454,.492,$3000000,Free Agency
118,Cliff Lee*\leecl02,28,CLE,97.1,20,16,73,6.75,4.91,0.01,0.16,100.3,5.08,-19,-1.7,.27,0.0,-0.8,-7,.414,.489,$3000000,Traded
119,Akinori Otsuka\otsukak01,35,TEX,32.1,34,0,10,2.78,5.02,-0.04,-0.37,101.6,4.76,7,0.7,1.50,0.1,1.1,11,.520,.504,$3000000,Traded
120,Steve Trachsel\trachst01,36,2TM,158.0,29,29,89,5.07,4.89,0.03,0.19,101.6,5.13,0,0.1,,-0.1,1.6,18,.503,.503,$3000000,Free Agency
121,Luis Vizcaino\vizcalu01,32,NYY,75.1,77,0,37,4.42,4.86,-0.09,-0.36,100.6,4.61,1,0.1,1.10,-0.2,0.7,10,.501,.501,$3000000,Traded
122,Jamie Walker*\walkeja01,35,BAL,61.1,81,0,25,3.67,5.13,0.01,-0.38,101.4,4.81,7,0.7,1.61,0.1,1.4,15,.509,.504,$3000000,Free Agency
123,David Wells*\wellsda01,44,2TM,157.1,29,29,97,5.55,4.66,-0.04,0.19,91.9,4.49,-18,-1.7,,-0.1,-0.4,-4,.442,.493,$3000000,Free Agency
124,Mike Maroth*\marotmi01,29,2TM,116.1,27,20,103,7.97,4.83,0.26,0.16,99.5,4.70,-43,-3.5,.41,0.1,-2.3,-30,.370,.489,$2950000,Traded
125,Mark Hendrickson*\hendrma01,33,LAD,122.2,39,15,75,5.50,4.74,-0.03,-0.01,99.9,4.76,-10,-0.9,.74,-0.1,0.0,1,.476,.494,$2925000,Traded
126,Josh Towers\towerjo01,30,TOR,107.0,25,15,73,6.14,5.05,0.61,0.08,98.8,4.46,-21,-1.9,.60,0.0,-0.8,-8,.423,.488,$2900000,Free Agency
127,Joe Kennedy*\kennejo04,28,3TM,110.2,39,16,66,5.37,4.90,0.16,0.08,94.5,4.55,-11,-1.0,.99,-0.1,0.0,2,.474,.498,$2800000,Waivers
128,Mike Timlin\timlimi01,41,BOS,55.1,50,0,23,3.74,4.99,0.06,-0.37,104.4,4.76,6,0.6,.84,-0.2,1.0,12,.512,.504,$2800000,Free Agency
129,Salomon Torres\torresa01,35,PIT,52.2,56,0,34,5.81,4.68,-0.13,-0.34,99.2,4.44,-8,-0.8,1.38,-0.3,-0.6,-3,.486,.495,$2733333,Free Agency
130,Casey Fossum*\fossuca01,29,TBD,76.0,40,10,71,8.41,5.09,-0.49,0.01,99.9,5.58,-25,-2.3,1.32,-0.2,-1.7,-15,.442,.486,$2725000,Traded
131,J.J. Putz\putzjj01,30,SEA,71.2,68,0,11,1.38,4.92,-0.23,-0.36,95.5,4.57,25,2.5,1.75,0.8,4.0,33,.537,.515,$2700000,Amateur Draft
132,Horacio Ramirez*\ramirho01,27,SEA,98.0,20,20,86,7.90,5.07,-0.38,0.20,97.5,5.51,-27,-2.4,,-0.1,-1.4,-15,.381,.485,$2650000,Traded
133,Damaso Marte*\marteda01,32,PIT,45.1,65,0,14,2.78,4.78,-0.10,-0.34,99.3,4.51,9,0.9,1.16,0.0,1.3,13,.514,.506,$2600000,Traded
134,Byung-Hyun Kim\kimby01,28,3TM,118.1,19,22,90,6.85,4.82,-0.30,0.16,98.9,5.20,-21,-1.8,-.25,-0.2,-1.0,-11,.423,.497,$2500000,Waivers
135,Jose Mesa\mesajo01,41,2TM,50.2,56,0,48,8.53,4.87,0.25,-0.35,102.2,4.36,-23,-2.2,.81,0.1,-1.6,-19,.460,.493,$2500000,Free Agency
136,Claudio Vargas\vargacl01,29,MIL,134.1,29,23,80,5.36,4.63,-0.09,0.14,99.6,4.84,-7,-0.7,.82,-0.1,0.4,4,.476,.496,$2500000,Traded
137,Derrick Turnbow\turnbde01,29,MIL,68.0,77,0,36,4.76,4.72,-0.06,-0.34,100.7,4.48,-2,-0.2,1.38,-0.2,0.2,4,.498,.499,$2470667,Waivers
138,Alan Embree*\embreal01,37,OAK,68.0,68,0,30,3.97,4.93,0.12,-0.36,94.3,4.19,1,0.1,1.54,-0.1,0.7,9,.502,.501,$2356496,Free Agency
139,Mike Gonzalez*\gonzami02,29,ATL,17.0,18,0,3,1.59,4.90,0.29,-0.35,99.1,4.21,5,0.5,1.01,0.0,0.6,6,.529,.503,$2350000,Traded
140,Oliver Perez*\perezol01,25,NYM,177.0,29,29,90,4.58,4.92,0.18,0.20,96.0,4.74,4,0.4,,-0.1,1.8,19,.514,.503,$2325000,Traded
141,Rheal Cormier*\cormirh01,40,CIN,3.0,6,0,3,9.00,4.84,-0.35,-0.35,109.3,5.30,-1,-0.1,2.05,-0.1,-0.2,-1,.480,.499,$2250000,Traded
142,Rich Harden\harderi01,25,OAK,25.2,7,4,7,2.45,5.28,0.09,0.11,91.0,4.82,7,0.7,.30,-0.1,0.9,10,.598,.504,$2250000,Amateur Draft
143,Dan Haren\harenda01,26,OAK,222.2,34,34,91,3.68,4.97,0.12,0.19,93.4,4.70,23,2.4,,-0.1,4.6,50,.571,.515,$2250000,Traded
144,David Weathers\weathda01,37,CIN,77.2,70,0,33,3.82,4.74,-0.31,-0.34,104.6,4.93,10,1.0,1.74,0.2,1.9,16,.514,.506,$2250000,Free Agency
145,Scott Linebrink\linebsc01,30,2TM,70.1,71,0,33,4.22,4.70,-0.05,-0.34,95.2,4.20,0,0.0,1.41,-0.1,0.5,6,.500,.500,$2150000,Traded
146,Scott Spiezio\spiezsc01,34,STL,1.0,1,0,0,0.00,4.95,0.18,-0.36,88.0,3.88,0,0.0,.00,0.0,0.0,1,.545,.500,$2100000,Free Agency
