Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Acquired,Pos
13,Prince\'a0Fielder*\\fieldpr01,32,TEX,89,370,-15,-2,0,-1,-8,-26,-2.7,13,-13,-1.4,.469,.483,-1.3,-0.9,-12,$24000000,Traded,D/3\
14,Cole\'a0Hamels*\\hamelco01,32,TEX,32,8,-2,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$23500000,Traded,1\
15,Mark\'a0Teixeira#\\teixema01,36,NYY,116,438,-15,-1,-1,2,-6,-21,-2.1,16,-6,-0.6,.481,.486,-0.8,-0.4,-8,$23125000,Free Agency,*3/D\
16,Chris\'a0Davis*\\davisch02,30,BAL,157,665,6,2,1,6,-9,5,0.7,24,29,3.0,.503,.503,2.4,-0.3,23,$23000000,Free Agency,*3/9D\
17,Joe\'a0Mauer*\\mauerjo01,33,MIN,134,576,4,-1,1,6,-9,1,0.3,20,22,2.3,.501,.501,1.6,-0.2,16,$23000000,Amateur Draft,3D\
18,Hanley\'a0Ramirez\\ramirha01,32,BOS,147,620,20,-2,0,-5,-9,4,0.6,22,26,2.8,.503,.503,3.2,-1.4,31,$22750000,Free Agency,*3D\
19,Max\'a0Scherzer\\scherma01,31,WSN,34,85,-11,0,0,0,12,2,0.1,0,2,0.1,.505,.501,0.1,0.0,2,$22143000,Free Agency,1\
20,Justin\'a0Upton\\uptonju01,28,DET,153,626,5,-2,-1,0,-6,-3,-0.2,22,19,2.0,.498,.498,2.0,-0.6,19,$22125000,Free Agency,*7/8D\
21,Masahiro\'a0Tanaka\\tanakma01,27,NYY,31,2,-1,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$22000000,Free Agency,1\
22,Adrian\'a0Gonzalez*\\gonzaad01,34,LAD,156,633,10,-2,-1,3,-9,2,0.1,21,23,2.1,.502,.501,1.8,-0.7,20,$21857000,Traded,*3/D\
23,Matt\'a0Kemp\\kempma01,31,2TM,156,672,5,2,-1,-18,-6,-18,-2.1,21,3,0.0,.488,.494,1.8,-2.6,21,$21750000,Traded,7\
24,Jason\'a0Heyward*\\heywaja01,26,CHC,142,592,-19,1,3,18,-5,-2,-0.3,19,18,1.6,.499,.499,-0.3,1.3,0,$21666666,Free Agency,*98\
25,Jacoby\'a0Ellsbury*\\ellsbja01,32,NYY,148,626,-9,1,0,8,3,4,0.6,22,26,2.8,.503,.503,1.9,1.2,18,$21142857,Free Agency,*8\
26,Matt\'a0Cain\\cainma01,31,SFG,21,28,-5,0,0,0,4,-1,-0.1,0,-1,-0.1,.497,.500,-0.1,0.0,-1,$21000000,Amateur Draft,1\
27,Alex\'a0Rodriguez\\rodrial01,40,NYY,65,243,-14,0,0,0,-5,-20,-2.1,9,-11,-1.2,.468,.487,-1.2,-0.5,-11,$21000000,Traded,D/5\
28,James\'a0Shields\\shielja02,34,2TM,33,23,-3,0,0,0,3,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$21000000,Traded,1\
29,Jayson\'a0Werth\\werthja01,37,WSN,143,606,0,2,-1,-8,-6,-14,-1.6,19,6,0.3,.490,.491,1.1,-1.5,14,$21000000,Free Agency,*7/D9\
30,Rick\'a0Porcello\\porceri01,27,BOS,33,5,0,0,0,0,1,1,0.1,0,1,0.1,.503,.501,0.1,0.0,1,$20125000,Traded,1\
31,Ryan\'a0Braun\\braunry02,32,MIL,135,564,26,1,-1,6,-6,27,2.6,18,45,4.4,.520,.517,3.8,0.0,39,$20000000,Amateur Draft,*7/D9\
32,Shin-Soo\'a0Choo*\\choosh01,33,TEX,48,210,1,0,0,-4,-2,-5,-0.4,7,3,0.3,.490,.497,0.7,-0.6,7,$20000000,Free Agency,9/D\
33,Buster\'a0Posey\\poseybu01,29,SFG,146,614,9,1,-1,13,7,27,2.7,20,47,4.6,.520,.518,3.3,2.0,34,$20000000,Amateur Draft,*23/D\
34,Troy\'a0Tulowitzki\\tulowtr01,31,TOR,131,544,-1,-2,-2,10,6,12,1.4,19,31,3.3,.509,.508,2.2,1.8,21,$20000000,Traded,*6/D\
35,Joey\'a0Votto*\\vottojo01,32,CIN,158,677,47,-3,-1,-14,-9,20,1.9,22,42,4.0,.513,.512,5.4,-2.4,56,$20000000,Amateur Draft,*3/D\
36,Jered\'a0Weaver\\weaveje02,33,LAA,31,9,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.497,.500,-0.1,0.0,-1,$20000000,Amateur Draft,1\
37,David\'a0Wright\\wrighda03,33,NYM,37,164,2,-1,0,-8,1,-6,-0.7,5,-1,-0.2,.482,.496,0.6,-0.8,7,$20000000,Amateur Draft,5\
38,Adam\'a0Wainwright\\wainwad01,34,STL,34,69,-1,0,0,0,10,9,0.9,0,9,0.9,.526,.505,0.9,0.0,9,$19500000,Traded,1\
39,Hunter\'a0Pence\\pencehu01,33,SFG,106,442,14,-1,1,-3,-4,6,0.5,14,21,1.9,.506,.504,2.2,-0.8,24,$18500000,Traded,9\
40,Homer\'a0Bailey\\baileho02,30,CIN,6,11,-2,0,0,0,2,0,0.0,0,0,0.0,.493,.500,0.0,0.0,0,$18000000,Amateur Draft,/1\
41,Adrian\'a0Beltre\\beltrad01,37,TEX,153,640,24,-1,0,15,1,39,4.2,23,62,6.5,.527,.525,4.9,1.8,47,$18000000,Free Agency,*5D\
42,Andre\'a0Ethier*\\ethiean01,34,LAD,16,26,-1,0,0,-1,0,-3,-0.3,1,-2,-0.2,.483,.498,-0.1,-0.1,-1,$18000000,Traded,/7D\
43,Victor\'a0Martinez#\\martivi01,37,DET,154,610,15,-5,-2,-1,-13,-7,-0.5,22,15,1.6,.496,.496,1.7,-1.4,16,$18000000,Free Agency,*D/3\
44,Jordan\'a0Zimmermann\\zimmejo02,30,DET,19,5,-1,0,0,0,1,0,0.0,0,0,0.0,.502,.500,0.0,0.0,0,$18000000,Free Agency,1\
45,Pablo\'a0Sandoval#\\sandopa01,29,BOS,3,7,-1,0,0,-1,0,-2,-0.3,0,-2,-0.2,.417,.498,-0.1,-0.1,-1,$17600000,Free Agency,/5\
46,Carlos\'a0Gonzalez*\\gonzaca01,30,COL,150,632,6,-1,2,4,-6,5,0.3,20,25,2.3,.503,.503,1.9,-0.3,21,$17000000,Traded,*9\
47,Matt\'a0Holliday\\hollima01,36,STL,110,426,5,-2,0,-7,-5,-9,-1.0,14,5,0.3,.492,.494,1.0,-1.3,12,$17000000,Free Agency,73/D\
48,Brian\'a0McCann*\\mccanbr01,32,NYY,130,492,0,-2,-2,-7,3,-9,-0.8,18,9,0.9,.493,.494,1.6,-0.4,16,$17000000,Free Agency,2D/3\
49,Anibal\'a0Sanchez\\sanchan01,32,DET,35,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$16800000,Traded,1\
50,Adam\'a0Jones\\jonesad01,30,BAL,152,672,-8,2,0,-10,3,-13,-1.2,23,10,1.1,.491,.492,2.1,-0.6,20,$16333333,Traded,*8\
51,Mike\'a0Trout\\troutmi01,24,LAA,159,681,64,6,3,6,2,80,8.2,24,104,10.5,.550,.549,9.9,0.9,98,$16083000,Amateur Draft,*8D\
52,Curtis\'a0Granderson*\\grandcu01,35,NYM,150,633,7,0,0,3,-4,7,0.6,20,27,2.5,.505,.504,2.2,-0.2,24,$16000000,Free Agency,*98/7D\
53,John\'a0Lackey\\lackejo01,37,CHC,29,69,-12,0,0,0,10,-3,-0.3,0,-3,-0.3,.491,.498,-0.3,0.0,-3,$16000000,Free Agency,1\
54,David\'a0Ortiz*\\ortizda01,40,BOS,151,626,45,-3,-3,1,-13,27,2.9,22,49,5.1,.518,.517,4.9,-1.2,48,$16000000,Free Agency,*D/3\
55,Johnny\'a0Cueto\\cuetojo01,30,SFG,32,84,-14,0,0,0,12,-2,-0.2,0,-2,-0.2,.493,.499,-0.2,0.0,-2,$15833333,Free Agency,1\
56,Brett\'a0Anderson*\\anderbr04,28,LAD,4,3,-1,0,0,0,0,0,0.0,0,0,0.0,.491,.500,0.0,0.0,0,$15800000,Free Agency,/1\
57,Colby\'a0Rasmus*\\rasmuco01,29,HOU,107,417,-12,1,1,20,-4,6,0.7,15,21,2.2,.506,.504,0.1,1.7,1,$15800000,Free Agency,789/D\
58,Matt\'a0Wieters#\\wietema01,30,BAL,124,464,-8,-2,-1,3,7,0,0.1,17,17,1.7,.500,.500,1.4,1.1,13,$15800000,Free Agency,*2/D\
59,Melvin\'a0Upton\\uptonbj01,31,2TM,149,539,-11,1,1,10,-5,-4,-0.4,18,15,1.3,.497,.500,0.3,0.5,4,$15450000,Traded,78/9\
60,Elvis\'a0Andrus\\andruel01,27,TEX,147,568,11,2,-2,-3,7,16,1.7,20,36,3.7,.511,.510,4.0,0.5,39,$15000000,Traded,*6\
61,Carlos\'a0Beltran#\\beltrca01,39,2TM,151,593,14,0,-1,-6,-10,-2,-0.1,21,19,2.0,.498,.500,2.6,-1.6,25,$15000000,Free Agency,9D\
62,Russell\'a0Martin\\martiru01,33,TOR,137,535,-3,0,-2,-5,8,-3,-0.2,19,16,1.7,.498,.498,2.2,0.3,21,$15000000,Free Agency,*2/D45\
63,Jake\'a0Peavy\\peavyja01,35,SFG,31,31,-3,0,0,0,5,2,0.1,0,2,0.1,.505,.501,0.1,0.0,2,$15000000,Traded,1\
64,Nelson\'a0Cruz\\cruzne02,35,SEA,155,667,39,-2,-1,-3,-12,22,2.4,24,45,4.7,.514,.514,4.9,-1.5,48,$14250000,Free Agency,D9\
65,Jose\'a0Bautista\\bautijo02,35,TOR,116,517,10,-2,-3,-8,-6,-8,-0.7,18,10,1.0,.493,.495,1.8,-1.4,18,$14000000,Traded,9D/3\
66,Melky\'a0Cabrera#\\cabreme01,31,CHW,151,646,16,-2,0,-5,-7,2,0.4,23,25,2.7,.502,.501,3.1,-1.1,30,$14000000,Free Agency,*7/D\
67,Ian\'a0Kinsler\\kinslia01,34,DET,153,679,20,0,0,12,4,36,3.9,23,59,6.1,.524,.523,4.8,1.7,47,$14000000,Traded,*4/D\
68,Yadier\'a0Molina\\molinya01,33,STL,147,581,8,-2,-2,-1,9,12,1.1,19,31,3.0,.509,.508,3.1,0.7,32,$14000000,Amateur Draft,*2/3\
69,Miguel\'a0Montero*\\montemi01,32,CHC,86,284,-5,-1,0,-9,4,-11,-1.2,9,-2,-0.3,.487,.493,0.6,-0.5,7,$14000000,Traded,2/D1\
70,Ryan\'a0Zimmerman\\zimmery01,31,WSN,115,467,-18,3,0,-2,-6,-24,-2.6,15,-9,-1.1,.478,.485,-0.9,-0.9,-7,$14000000,Amateur Draft,*3/D\
71,Francisco\'a0Liriano*\\liriafr01,32,2TM,33,42,-1,0,0,0,6,5,0.5,0,5,0.5,.516,.502,0.5,0.0,5,$13666667,Free Agency,1\
72,Brett\'a0Gardner*\\gardnbr01,32,NYY,148,634,-5,4,5,12,-6,9,1.2,23,32,3.4,.507,.506,2.1,0.7,20,$13500000,Amateur Draft,*7/8\
73,Ervin\'a0Santana\\santaer01,33,MIN,30,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$13500000,Free Agency,1\
74,Jose\'a0Abreu\\abreujo02,29,CHW,159,695,23,-3,-3,-5,-10,3,0.5,24,27,2.8,.502,.502,3.3,-1.5,32,$13334000,Amateur Free Agent,*3/D\
75,Clay\'a0Buchholz*\\buchhcl01,31,BOS,37,3,0,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$13000000,Amateur Draft,1\
76,Chase\'a0Headley#\\headlch01,32,NYY,140,529,-7,3,1,7,2,6,0.8,19,25,2.6,.505,.504,1.9,1.0,18,$13000000,Traded,*5/D\
77,Ubaldo\'a0Jimenez\\jimenub01,32,BAL,30,4,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$13000000,Free Agency,1\
78,Andrew\'a0McCutchen\\mccutan01,29,PIT,153,675,4,-4,0,-28,3,-25,-2.7,21,-4,-0.7,.484,.484,2.2,-2.6,24,$13000000,Amateur Draft,*8\
79,Dustin\'a0Pedroia\\pedrodu01,32,BOS,154,698,18,-1,-2,12,4,31,3.4,23,54,5.7,.521,.520,4.4,1.7,42,$13000000,Amateur Draft,*4\
80,Brandon\'a0Phillips\\phillbr01,35,CIN,141,584,-1,-2,-2,-7,3,-9,-1.0,19,11,0.8,.494,.495,1.5,-0.5,17,$13000000,Traded,*4/D\
81,Scott\'a0Kazmir*\\kazmisc01,32,LAD,27,50,-9,0,0,0,7,-2,-0.2,0,-2,-0.2,.494,.499,-0.2,0.0,-2,$12666667,Free Agency,1\
82,Jay\'a0Bruce*\\bruceja01,29,2TM,147,589,8,-2,0,-11,-6,-11,-1.3,19,8,0.6,.492,.496,1.7,-1.8,19,$12500000,Amateur Draft,9/8D\
83,Wei-Yin\'a0Chen\\chenwe02,30,MIA,22,49,-12,0,0,0,7,-5,-0.6,0,-5,-0.6,.475,.497,-0.6,0.0,-5,$12500000,Free Agency,1\
84,Jorge\'a0De\'a0La\'a0Rosa*\\rosajo01,35,COL,27,42,-5,-1,0,0,6,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$12500000,Free Agency,1\
85,Matt\'a0Garza\\garzama01,32,MIL,19,33,-7,0,0,0,5,-3,-0.3,0,-3,-0.3,.486,.498,-0.3,0.0,-3,$12500000,Free Agency,1\
86,J.J.\'a0Hardy\\hardyjj01,33,BAL,115,438,-6,-1,-2,6,6,3,0.4,16,18,1.9,.502,.502,1.3,1.3,12,$12500000,Traded,*6\
87,Brandon\'a0McCarthy\\mccarbr01,32,LAD,10,15,-3,0,0,0,2,-1,-0.1,0,-1,-0.1,.494,.500,-0.1,0.0,-1,$12500000,Free Agency,1\
88,Jhonny\'a0Peralta\\peraljh01,34,STL,82,313,-6,-1,0,-8,2,-13,-1.5,10,-3,-0.5,.483,.491,0.4,-0.7,5,$12500000,Free Agency,5/6D\
89,R.A.\'a0Dickey\\dicker.01,41,TOR,31,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$12000000,Traded,1\
90,Freddie\'a0Freeman*\\freemfr01,26,ATL,158,693,46,0,-1,9,-9,44,4.4,22,66,6.5,.529,.528,5.5,-0.1,57,$12000000,Amateur Draft,*3\
91,Gio\'a0Gonzalez\\gonzagi01,30,WSN,32,59,-9,0,0,0,9,1,0.0,0,1,0.0,.502,.500,0.0,0.0,1,$12000000,Traded,1\
92,Alex\'a0Gordon*\\gordoal01,32,KCR,128,506,-11,2,0,4,-5,-11,-1.0,18,7,0.8,.491,.493,0.3,-0.1,3,$12000000,Free Agency,*7\
93,Aaron\'a0Hill\\hillaa01,34,2TM,125,429,-6,-1,0,3,2,-1,-0.1,14,14,1.3,.499,.501,1.0,0.5,11,$12000000,Traded,5/4D\
94,Mike\'a0Leake\\leakemi01,28,STL,34,55,-8,0,0,0,8,1,0.0,0,1,0.0,.502,.500,0.0,0.0,1,$12000000,Free Agency,1\
95,Ricky\'a0Nolasco\\nolasri01,33,2TM,32,5,0,0,0,0,1,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$12000000,Traded,1\
96,Billy\'a0Butler\\butlebi03,30,2TM,97,274,3,-1,-2,-2,-7,-9,-0.9,10,1,0.1,.490,.496,0.3,-0.9,3,$11667000,Free Agency,/D3\
97,Josh\'a0Donaldson\\donaljo02,30,TOR,155,700,45,3,-1,2,1,49,5.2,24,73,7.5,.532,.531,7.2,0.3,71,$11650000,Traded,*5D\
98,Marco\'a0Estrada\\estrama01,32,TOR,29,5,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$11500000,Free Agency,1\
99,Jaime\'a0Garcia*\\garcija02,29,STL,32,51,-7,0,0,0,7,1,0.1,0,1,0.1,.503,.501,0.1,0.0,1,$11500000,Amateur Draft,1\
100,Evan\'a0Longoria\\longoev01,30,TBR,160,685,21,-1,0,-9,2,13,1.5,24,37,3.9,.508,.508,4.7,-0.7,46,$11500000,Amateur Draft,*5/D\
101,Aroldis\'a0Chapman*\\chapmar01,28,2TM,59,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$11325000,Traded,1\
102,Rusney\'a0Castillo\\castiru02,28,BOS,9,8,0,0,0,1,0,0,0.0,0,0,0.0,.501,.500,-0.1,0.1,-1,$11271000,Amateur Free Agent,/D789\
103,Craig\'a0Kimbrel\\kimbrcr01,28,BOS,57,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$11250000,Traded,1\
104,Angel\'a0Pagan#\\paganan01,34,SFG,129,543,1,4,0,-6,-5,-6,-0.7,18,12,1.0,.495,.496,1.6,-1.2,18,$11250000,Free Agency,*7/8\
105,Coco\'a0Crisp#\\crispco01,36,2TM,122,498,-1,1,0,-10,-4,-14,-1.3,18,4,0.4,.488,.493,1.4,-1.4,14,$11000000,Traded,7/D\
106,Hisashi\'a0Iwakuma\\iwakuhi01,35,SEA,33,3,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$11000000,Free Agency,1\
107,Nick\'a0Markakis*\\markani01,32,ATL,158,684,-2,-3,-1,10,-7,-2,-0.4,22,19,1.7,.499,.499,0.7,0.3,9,$11000000,Free Agency,*9/D3\
108,Jonathan\'a0Papelbon\\papeljo01,35,WSN,37,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$11000000,Traded,1\
109,Martin\'a0Prado\\pradoma01,32,MIA,153,658,14,2,-3,3,3,19,1.8,21,40,3.8,.513,.512,3.5,0.5,36,$11000000,Traded,*5/D\
110,David\'a0Robertson\\roberda08,31,CHW,62,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$11000000,Free Agency,1\
111,Jeff\'a0Samardzija\\samarje01,31,SFG,34,69,-9,0,0,0,10,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$10800000,Free Agency,1\
112,Jake\'a0Arrieta\\arrieja01,30,CHC,31,70,-1,-1,0,0,10,8,0.8,0,8,0.8,.527,.505,0.8,0.0,8,$10700000,Traded,1\
113,Kenley\'a0Jansen#\\janseke01,28,LAD,72,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$10650000,Amateur Free Agent,1\
114,Neil\'a0Walker#\\walkene01,30,NYM,113,458,9,-1,-1,0,3,10,1.0,15,25,2.4,.509,.507,2.4,0.2,25,$10550000,Traded,*4\
115,Ben\'a0Zobrist#\\zobribe01,35,CHC,147,631,21,2,0,-3,1,20,2.0,20,40,3.9,.514,.513,4.2,-0.3,43,$10500000,Free Agency,*479/36\
116,Stephen\'a0Strasburg\\strasst01,27,WSN,24,57,-5,0,0,0,8,3,0.3,0,3,0.3,.514,.502,0.3,0.0,3,$10400000,Amateur Draft,1\
117,Yu\'a0Darvish\\darviyu01,29,TEX,17,3,1,0,0,0,1,1,0.1,0,1,0.1,.507,.501,0.1,0.0,1,$10000000,Purchased,1\
118,Edwin\'a0Encarnacion\\encared01,33,TOR,160,702,27,-1,-2,0,-13,11,1.3,24,35,3.7,.507,.507,3.7,-1.3,35,$10000000,Free Agency,D3\
119,J.A.\'a0Happ*\\happja01,33,TOR,32,10,2,0,0,0,2,3,0.3,0,3,0.3,.509,.502,0.3,0.0,3,$10000000,Free Agency,1\
120,Derek\'a0Holland#\\hollade01,29,TEX,22,2,0,0,0,0,0,1,0.1,0,1,0.1,.503,.500,0.1,0.0,1,$10000000,Amateur Draft,1\
121,Howie\'a0Kendrick\\kendrho01,32,LAD,146,543,-4,5,-2,-5,-4,-10,-1.2,18,7,0.5,.493,.493,1.0,-1.0,12,$10000000,Free Agency,7453/D\
122,Madison\'a0Bumgarner\\bumgama01,26,SFG,36,97,-5,-1,0,0,14,9,0.9,0,9,0.9,.525,.506,0.9,0.0,9,$9750000,Amateur Draft,1\
123,Mark\'a0Melancon\\melanma01,31,2TM,75,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$9650000,Traded,1\
124,Tyson\'a0Ross\\rossty01,29,SDP,1,1,0,0,0,0,0,0,0.0,0,0,0.0,.486,.500,0.0,0.0,0,$9625000,Traded,/1\
125,Edinson\'a0Volquez\\volqued01,32,KCR,34,5,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$9500000,Free Agency,1\
126,Phil\'a0Hughes\\hugheph01,30,MIN,12,2,-1,0,0,0,0,0,0.0,0,0,0.0,.498,.500,0.0,0.0,0,$9200000,Free Agency,1\
127,Chris\'a0Sale*\\salech01,27,CHW,32,6,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$9150000,Amateur Draft,1\
128,Mark\'a0Trumbo\\trumbma01,30,BAL,159,667,14,0,-2,-11,-10,-8,-0.7,24,16,1.6,.495,.495,2.7,-2.1,27,$9150000,Traded,9D/37\
129,Yovani\'a0Gallardo\\gallayo01,30,BAL,24,6,1,0,0,0,1,2,0.2,0,2,0.2,.507,.501,0.2,0.0,2,$9000000,Free Agency,1\
130,Carlos\'a0Gomez\\gomezca01,30,2TM,118,453,-9,1,-1,-6,0,-15,-1.5,16,1,0.1,.487,.492,0.7,-0.6,7,$9000000,Traded,8/D\
131,Jason\'a0Hammel\\hammeja01,33,CHC,35,69,-5,-1,0,0,10,5,0.5,0,5,0.5,.514,.503,0.5,0.0,5,$9000000,Free Agency,1\
132,Andrew\'a0Miller*\\millean01,31,2TM,70,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$9000000,Traded,1\
133,Kendrys\'a0Morales#\\moralke01,33,KCR,154,618,6,-3,-2,-1,-14,-14,-1.3,22,8,0.9,.491,.491,0.9,-1.5,9,$9000000,Free Agency,*D/39\
134,Jon\'a0Niese*\\niesejo01,29,2TM,30,34,-5,0,0,0,5,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$9000000,Traded,/1\
135,Sergio\'a0Romo\\romose01,33,SFG,40,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$9000000,Free Agency,1\
136,Giancarlo\'a0Stanton\\stantmi03,26,MIA,119,470,11,-1,1,4,-4,11,1.0,15,26,2.5,.509,.507,2.1,-0.1,22,$9000000,Amateur Draft,9/D\
137,Koji\'a0Uehara\\ueharko01,41,BOS,50,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$9000000,Free Agency,1\
138,Erick\'a0Aybar#\\aybarer01,32,2TM,126,459,-16,1,0,-6,6,-15,-1.6,15,0,-0.2,.487,.493,0.4,-0.1,6,$8500000,Traded,6/4\
139,Mike\'a0Morse\\morsemi01,34,PIT,6,8,-2,0,0,0,0,-2,-0.3,0,-2,-0.2,.458,.498,-0.2,0.0,-2,$8500000,Traded,/3D\
140,Carlos\'a0Ruiz\\ruizca01,37,2TM,62,233,1,-1,0,7,4,10,1.0,8,18,1.8,.517,.505,1.0,1.1,11,$8500000,Traded,/2\
141,Jason\'a0Vargas*\\vargaja01,33,KCR,3,,0,0,0,0,0,0,,0,0,,.500,.500,,0.0,0,$8500000,Free Agency,/1\
142,Drew\'a0Storen#\\storedr01,28,2TM,57,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$8375000,Traded,1\
143,Asdrubal\'a0Cabrera#\\cabreas01,30,NYM,141,568,11,1,-1,-7,7,10,1.0,18,29,2.7,.508,.507,3.4,-0.1,36,$8250000,Free Agency,*6\
144,Todd\'a0Frazier\\frazito01,30,CHW,158,666,9,0,-1,-2,2,8,1.0,24,32,3.4,.506,.505,3.5,0.1,34,$8250000,Traded,*5/3D\
145,Eric\'a0Hosmer*\\hosmeer01,26,KCR,158,667,0,0,1,-6,-9,-14,-1.3,24,10,1.0,.491,.491,1.6,-1.5,16,$8250000,Amateur Draft,*3/D\
146,Brandon\'a0Moss*\\mossbr01,32,STL,128,464,1,1,0,0,-7,-5,-0.7,15,10,0.8,.496,.497,0.8,-0.8,10,$8250000,Traded,379\
147,Carlos\'a0Santana#\\santaca01,30,CLE,158,688,19,0,-2,1,-12,5,0.7,24,29,3.0,.503,.503,2.9,-1.1,28,$8250000,Traded,D3\
148,Joaquin\'a0Benoit\\benoijo01,38,2TM,51,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$8000000,Traded,1\
149,Wade\'a0Davis\\daviswa01,30,KCR,45,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$8000000,Traded,1\
150,Ian\'a0Desmond\\desmoia01,30,TEX,156,677,1,3,0,-4,2,2,0.4,24,26,2.7,.501,.501,3.1,-0.2,30,$8000000,Free Agency,*87\
151,Scott\'a0Feldman*\\feldmsc01,33,2TM,40,2,-1,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$8000000,Free Agency,1\
152,Dexter\'a0Fowler#\\fowlede01,30,CHC,125,551,19,4,1,1,2,27,2.6,17,44,4.2,.522,.517,4.2,0.3,43,$8000000,Free Agency,*8/D\
