k,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary▼,Acquired
14,Kerry Wood\woodke02,28,CHC,66.0,21,10,32,4.36,4.69,0.02,0.08,104.1,4.94,4,0.4,.85,-0.1,0.9,10,.521,.503,$9500000,Amateur Draft
15,Jeff Weaver\weaveje01,28,LAD,224.0,34,34,111,4.46,4.39,0.03,0.16,99.5,4.50,1,0.1,,-0.1,1.8,20,.502,.500,$9350000,Traded
16,Greg Maddux\maddugr01,39,CHC,225.0,35,35,112,4.48,4.57,0.02,0.17,103.9,4.90,10,1.1,,-0.1,2.8,30,.531,.507,$9000000,Free Agency
17,Carl Pavano\pavanca01,29,NYY,100.0,17,17,66,5.94,4.77,-0.76,0.18,96.2,5.49,-6,-0.6,,-0.1,0.4,6,.467,.496,$9000000,Free Agency
18,Brad Radke\radkebr01,32,MIN,200.2,31,31,98,4.40,4.80,0.21,0.18,101.9,4.86,9,0.9,,-0.1,2.8,32,.529,.505,$9000000,Free Agency
19,John Smoltz\smoltjo01,38,ATL,229.2,33,33,83,3.25,4.57,0.34,0.17,99.8,4.38,29,3.1,,-0.2,4.9,49,.595,.519,$9000000,Free Agency
20,Billy Wagner*\wagnebi02,33,PHI,77.2,75,0,17,1.97,4.54,0.43,-0.35,104.3,3.93,17,1.8,1.50,0.3,2.7,24,.524,.511,$9000000,Traded
21,Jose Contreras\contrjo01,33,CHW,204.2,32,32,91,4.00,4.67,0.25,0.17,103.4,4.75,15,1.6,,-0.1,3.6,39,.550,.510,$8500000,Traded
22,Andy Pettitte*\pettian01,33,HOU,222.1,33,33,66,2.67,4.60,0.29,0.17,100.1,4.48,44,5.0,,-0.1,6.8,64,.652,.531,$8500000,Free Agency
23,Sidney Ponson\ponsosi01,28,BAL,130.1,23,23,97,6.70,4.88,0.19,0.18,99.3,4.84,-28,-2.6,,-0.1,-1.3,-13,.389,.484,$8500000,Free Agency
24,Jason Schmidt\schmija01,32,SFG,172.0,29,29,90,4.71,4.52,-0.15,0.16,101.8,4.92,4,0.4,,-0.1,1.8,19,.514,.502,$8187500,Traded
25,Eric Gagne\gagneer01,29,LAD,13.1,14,0,4,2.70,4.37,0.02,-0.33,96.3,3.87,2,0.2,1.25,0.0,0.3,3,.513,.501,$8000000,Amateur Free Agent
26,Freddy Garcia\garcifr03,28,CHW,228.0,33,33,102,4.03,4.63,0.26,0.17,102.2,4.64,14,1.4,,-0.1,3.6,40,.543,.509,$8000000,Traded
27,Livan Hernandez\hernali01,30,WSN,246.1,35,35,116,4.24,4.63,-0.02,0.17,95.7,4.61,10,1.1,,-0.2,3.0,31,.530,.506,$8000000,Traded
28,Jamie Moyer*\moyerja01,42,SEA,200.0,32,32,99,4.46,4.78,-0.03,0.18,95.1,4.74,5,0.5,,-0.1,2.4,28,.514,.503,$8000000,Free Agency
29,Keith Foulke\foulkke01,32,BOS,45.2,43,0,30,5.91,4.99,-0.14,-0.38,104.4,4.96,-5,-0.5,1.17,-0.2,-0.2,0,.488,.497,$7500000,Free Agency
30,Russ Ortiz\ortizru01,31,ARI,115.0,22,22,92,7.20,4.40,-0.09,0.16,106.6,4.96,-29,-2.6,,-0.1,-1.7,-19,.380,.484,$7375000,Free Agency
31,Joe Mays\maysjo01,29,MIN,156.0,31,26,109,6.29,4.84,0.23,0.14,101.5,4.82,-27,-2.5,.37,-0.1,-1.0,-8,.419,.485,$7250000,Traded
32,Kirk Rueter*\rueteki01,34,SFG,107.1,20,18,78,6.54,4.51,-0.20,0.13,103.3,4.99,-19,-1.8,.44,0.0,-0.9,-9,.411,.489,$7133333,Traded
33,Jason Isringhausen\isrinja01,32,STL,59.0,63,0,14,2.14,4.57,0.34,-0.35,101.4,3.94,12,1.2,1.59,0.2,2.0,17,.520,.508,$7000000,Free Agency
34,Al Leiter*\leiteal01,39,2TM,142.1,33,26,103,6.51,4.76,-0.56,0.11,93.8,5.10,-23,-2.2,.67,-0.1,-0.9,-9,.434,.493,$7000000,Free Agency
35,Derek Lowe\lowede01,32,LAD,222.0,35,35,113,4.58,4.48,0.03,0.16,97.0,4.48,-3,-0.3,,-0.1,1.5,17,.492,.498,$7000000,Free Agency
36,Kevin Millwood\millwke01,30,CLE,192.0,30,30,72,3.38,4.70,0.31,0.17,96.3,4.39,20,2.1,,-0.1,4.0,43,.570,.513,$7000000,Free Agency
37,Steve Trachsel\trachst01,34,NYM,37.0,6,6,20,4.86,4.57,-0.16,0.17,99.5,4.87,0,0.0,,0.0,0.3,3,.500,.500,$6782500,Free Agency
38,Randy Wolf*\wolfra02,28,PHI,80.0,13,13,40,4.50,4.58,0.57,0.17,102.1,4.26,-2,-0.2,,-0.1,0.4,5,.483,.499,$6625000,Amateur Draft
39,Byung-Hyun Kim\kimby01,26,COL,148.0,40,22,82,4.99,4.40,-0.10,0.09,114.1,5.23,4,0.4,.76,-0.1,1.5,17,.510,.502,$6575000,Traded
40,Matt Clement\clemema01,30,BOS,191.0,32,32,102,4.81,4.87,-0.13,0.18,105.2,5.45,12,1.3,,-0.1,3.1,35,.539,.508,$6500000,Free Agency
41,Tim Hudson\hudsoti01,29,ATL,192.0,29,29,79,3.70,4.62,0.36,0.17,101.4,4.48,16,1.8,,-0.1,3.3,33,.561,.511,$6500000,Traded
42,Jarrod Washburn*\washbja01,30,LAA,177.1,29,29,66,3.35,4.84,0.28,0.18,97.8,4.63,24,2.5,,-0.1,4.3,45,.587,.516,$6500000,Amateur Draft
43,Kelvim Escobar\escobke01,29,LAA,59.2,16,7,21,3.17,4.77,0.22,0.01,98.7,4.50,8,0.9,1.47,0.0,1.5,15,.554,.505,$6250000,Free Agency
44,Danny Graves\graveda01,31,2TM,38.2,40,0,35,8.15,4.73,-0.27,-0.36,100.4,4.66,-15,-1.5,.88,0.0,-1.2,-12,.462,.495,$6250000,Traded
45,Mark Mulder*\muldema01,27,STL,205.0,32,32,90,3.95,4.55,0.40,0.17,100.7,4.35,9,0.9,,-0.1,2.6,27,.530,.506,$6050000,Traded
46,Mark Buehrle*\buehrma01,26,CHW,236.2,33,33,99,3.76,4.72,0.27,0.17,102.9,4.75,24,2.5,,-0.1,4.8,52,.577,.516,$6000000,Amateur Draft
47,Eddie Guardado*\guarded01,34,SEA,56.1,58,0,23,3.67,4.85,-0.02,-0.37,96.1,4.33,4,0.4,1.71,0.0,1.0,10,.506,.502,$6000000,Free Agency
48,Steve Karsay\karsast01,33,2TM,21.2,20,0,19,7.89,4.86,-0.46,-0.37,103.5,5.11,-7,-0.7,.55,0.1,-0.4,-4,.466,.498,$6000000,Free Agency
49,Troy Percival\percitr01,35,DET,25.0,26,0,16,5.76,4.59,0.15,-0.35,98.8,4.04,-5,-0.5,1.48,-0.2,-0.4,-2,.481,.497,$6000000,Free Agency
50,Ben Sheets\sheetbe01,26,MIL,156.2,22,22,66,3.79,4.61,-0.05,0.17,103.0,4.98,20,2.3,,-0.1,3.5,34,.603,.514,$6000000,Amateur Draft
51,Roy Oswalt\oswalro01,27,HOU,241.2,35,35,85,3.17,4.64,0.31,0.17,100.2,4.51,36,4.0,,-0.2,5.9,57,.614,.525,$5900000,Amateur Draft
52,Jaret Wright\wrighja02,29,NYY,63.2,13,13,51,7.21,4.85,-0.76,0.18,97.4,5.64,-12,-1.1,,0.0,-0.5,-4,.416,.493,$5666667,Free Agency
53,Barry Zito*\zitoba01,27,OAK,228.1,35,35,106,4.18,4.76,0.24,0.18,99.1,4.66,10,1.1,,-0.1,3.3,37,.530,.507,$5600000,Amateur Draft
54,Jon Lieber\liebejo01,35,PHI,218.1,35,35,107,4.41,4.55,0.59,0.17,102.8,4.24,-4,-0.4,,-0.1,1.3,15,.488,.497,$5583333,Free Agency
55,Kris Benson\bensokr01,30,NYM,174.1,28,28,86,4.44,4.63,-0.17,0.17,95.0,4.72,5,0.5,,-0.1,1.9,20,.520,.503,$5333333,Traded
56,Eric Milton*\miltoer01,29,CIN,186.1,34,34,141,6.81,4.50,-0.30,0.16,102.3,5.08,-36,-3.4,,-0.1,-1.9,-20,.400,.479,$5333333,Free Agency
57,CC Sabathia*\sabatc.01,24,CLE,196.2,31,31,92,4.21,4.55,0.30,0.17,96.1,4.24,-1,-0.1,,-0.1,1.8,22,.497,.499,$5250000,Amateur Draft
58,Brad Penny\pennybr01,27,LAD,175.1,29,29,78,4.00,4.47,0.03,0.16,98.1,4.52,10,1.0,,-0.1,2.4,25,.536,.506,$5100000,Traded
59,Paul Byrd\byrdpa01,34,LAA,204.1,31,31,95,4.18,4.73,0.29,0.17,97.1,4.48,5,0.5,,-0.1,2.5,29,.516,.503,$5000000,Free Agency
60,Trevor Hoffman\hoffmtr01,37,SDP,57.2,60,0,23,3.59,4.39,-0.23,-0.33,90.3,3.87,2,0.2,1.91,-0.1,0.6,7,.503,.501,$5000000,Free Agency
61,Armando Benitez\benitar01,32,SFG,30.0,30,0,17,5.10,4.47,-0.15,-0.34,103.1,4.42,-2,-0.2,1.61,-0.1,-0.1,0,.492,.499,$4966667,Free Agency
62,Miguel Batista\batismi01,34,TOR,74.2,71,0,39,4.70,4.87,0.39,-0.37,102.5,4.21,-5,-0.5,1.68,-0.4,0.0,4,.493,.497,$4750000,Free Agency
63,Octavio Dotel\doteloc01,31,OAK,15.1,15,0,6,3.52,4.97,0.20,-0.38,99.6,4.38,1,0.1,2.24,0.0,0.3,3,.509,.501,$4750000,Traded
64,Johan Santana*\santajo02,26,MIN,231.2,33,33,77,2.99,4.71,0.17,0.17,102.2,4.83,45,5.0,,-0.1,7.2,72,.651,.531,$4750000,Traded
65,Joel Pineiro\pineijo01,26,SEA,189.0,30,30,118,5.62,4.79,-0.03,0.18,96.9,4.84,-18,-1.7,,-0.1,0.1,4,.443,.489,$4700000,Amateur Draft
66,Tim Wakefield\wakefti01,38,BOS,225.1,33,33,113,4.51,4.92,-0.13,0.18,104.3,5.46,22,2.3,,-0.1,4.5,48,.569,.514,$4670000,Free Agency
67,LaTroy Hawkins\hawkila01,32,2TM,56.1,66,0,27,4.31,4.63,-0.10,-0.35,102.8,4.51,1,0.1,1.63,-0.1,0.5,6,.502,.500,$4500000,Free Agency
68,Odalis Perez*\perezod01,27,LAD,108.2,19,19,59,4.89,4.52,0.03,0.16,100.4,4.68,-3,-0.3,,-0.1,0.6,7,.486,.498,$4500000,Free Agency
69,Mark Redman*\redmama01,31,PIT,178.1,30,30,100,5.05,4.57,0.08,0.17,100.9,4.70,-7,-0.7,,-0.1,0.7,8,.476,.496,$4500000,Traded
70,John Thomson\thomsjo01,31,ATL,98.2,17,17,52,4.74,4.56,0.38,0.17,100.5,4.37,-4,-0.4,,-0.1,0.4,4,.475,.497,$4250000,Free Agency
71,Mike Remlinger*\remlimi01,39,2TM,39.2,43,0,33,7.49,4.74,-0.02,-0.36,103.4,4.54,-13,-1.2,.92,0.2,-0.6,-9,.472,.498,$4233333,Traded
72,David Wells*\wellsda01,42,BOS,184.0,30,30,95,4.65,4.92,-0.15,0.18,103.1,5.41,14,1.4,,-0.1,3.2,36,.548,.509,$4075000,Free Agency
73,Jason Johnson\johnsja02,31,DET,210.0,33,33,117,5.01,4.60,0.18,0.17,98.4,4.51,-13,-1.3,,-0.1,0.7,11,.460,.492,$4000000,Free Agency
74,Mike Stanton*\stantmi02,38,3TM,42.2,59,0,24,5.06,5.15,-0.24,-0.39,95.8,4.80,-1,-0.1,1.11,-0.1,0.2,3,.498,.499,$4000000,Traded
75,Jeff Suppan\suppaje01,30,STL,194.1,32,32,93,4.31,4.49,0.40,0.16,101.3,4.31,0,0.0,,-0.1,1.5,17,.500,.500,$4000000,Free Agency
76,Ugueth Urbina\urbinug01,31,2TM,79.2,81,0,34,3.84,4.62,0.32,-0.35,101.8,4.02,1,0.1,1.57,-0.1,0.8,9,.502,.500,$4000000,Free Agency
77,Francisco Cordero\cordefr01,30,TEX,69.0,69,0,28,3.65,4.74,-0.23,-0.36,105.1,4.84,9,0.9,1.62,0.1,1.7,17,.513,.505,$3875000,Traded
78,Carlos Zambrano\zambrca01,24,CHC,223.1,33,33,88,3.55,4.64,0.02,0.17,103.1,4.94,34,3.8,,-0.1,5.6,54,.616,.524,$3760000,Amateur Free Agent
79,Danys Baez\baezda01,27,TBD,72.1,67,0,27,3.36,5.03,-0.03,-0.38,99.3,4.65,10,1.0,1.86,0.2,2.0,18,.515,.506,$3750000,Free Agency
80,Tom Gordon\gordoto01,37,NYY,80.2,79,0,25,2.79,4.82,-0.59,-0.36,97.4,4.92,18,1.9,1.44,0.2,3.0,28,.524,.512,$3750000,Free Agency
81,Arthur Rhodes*\rhodear01,35,CLE,43.1,47,0,13,2.70,4.68,0.28,-0.35,95.8,3.88,5,0.5,1.45,0.0,1.0,10,.511,.503,$3700000,Traded
82,A.J. Burnett\burnea.01,28,FLA,209.0,32,32,97,4.18,4.59,-0.40,0.17,95.0,4.89,16,1.8,,-0.1,3.4,35,.555,.511,$3650000,Traded
83,Paul Wilson\wilsopa02,32,CIN,46.1,9,9,41,7.96,4.50,-0.31,0.16,101.6,5.06,-15,-1.3,,0.0,-1.0,-11,.351,.492,$3600000,Free Agency
84,Kazuhisa Ishii*\ishiika01,31,NYM,91.0,19,16,59,5.84,4.64,-0.16,0.16,99.1,4.91,-9,-0.9,1.45,-0.1,-0.2,-1,.451,.494,$3575000,Traded
85,Ramon Ortiz\ortizra02,32,CIN,171.1,30,30,110,5.78,4.54,-0.29,0.17,101.1,5.05,-14,-1.4,,-0.1,0.0,1,.454,.491,$3550000,Traded
86,Mark Prior\priorma01,24,CHC,166.2,27,27,73,3.94,4.65,0.02,0.17,106.1,5.09,21,2.3,,-0.1,3.6,36,.585,.514,$3550000,Amateur Draft
87,Orlando Hernandez\hernaor01,39,CHW,128.1,24,22,77,5.40,4.78,0.26,0.16,103.8,4.86,-9,-0.9,1.82,-0.1,0.4,6,.464,.495,$3500000,Free Agency
88,Kenny Rogers*\rogerke01,40,TEX,195.1,30,30,86,3.96,4.65,-0.29,0.17,103.8,5.31,28,2.9,,-0.1,4.8,50,.598,.518,$3500000,Free Agency
89,Jon Garland\garlajo01,25,CHW,221.0,32,32,93,3.79,4.77,0.27,0.18,103.1,4.82,23,2.5,,-0.1,4.6,49,.578,.515,$3400000,Traded
90,Danny Kolb\kolbda01,30,ATL,57.2,65,0,39,6.09,4.61,0.39,-0.35,100.2,3.88,-14,-1.4,1.30,-0.3,-1.3,-9,.478,.491,$3400000,Traded
91,Adam Eaton\eatonad01,27,SDP,128.2,24,22,70,4.90,4.38,-0.25,0.15,94.4,4.52,-6,-0.6,.02,-0.1,0.5,6,.477,.497,$3375000,Traded
92,Brian Anderson*\anderbr02,33,KCR,30.2,6,6,24,7.04,4.46,-0.80,0.16,101.3,5.49,-6,-0.5,,0.0,-0.2,-2,.414,.497,$3250000,Traded
93,Shigetoshi Hasegawa\hasegsh01,36,SEA,66.2,46,0,31,4.19,4.90,-0.03,-0.37,95.3,4.34,1,0.1,.63,-0.2,0.6,8,.501,.500,$3225000,Free Agency
94,Darrell May*\mayda02,33,2TM,66.1,24,9,51,6.92,4.53,-0.35,-0.03,95.3,4.63,-17,-1.5,.21,0.1,-0.8,-11,.439,.495,$3225000,Traded
95,Vicente Padilla\padilvi01,27,PHI,147.0,27,27,79,4.84,4.57,0.57,0.17,102.4,4.26,-10,-1.0,,-0.1,0.2,3,.465,.494,$3200000,Traded
96,Kip Wells\wellski01,28,PIT,182.0,33,33,116,5.74,4.69,0.08,0.17,100.3,4.79,-19,-1.9,,-0.1,-0.5,-4,.443,.488,$3175000,Traded
97,Felix Rodriguez\rodrife01,32,NYY,32.1,34,0,18,5.01,5.05,-0.70,-0.38,97.6,5.24,1,0.1,.59,-0.1,0.3,4,.502,.500,$3150000,Traded
98,Ted Lilly*\lillyte01,29,TOR,126.1,25,25,79,5.63,5.04,0.38,0.19,102.3,4.95,-11,-1.0,,-0.1,0.2,4,.459,.494,$3100000,Traded
99,Tim Worrell\worreti01,37,2TM,48.2,51,0,30,5.55,4.48,0.18,-0.34,103.5,4.10,-8,-0.8,1.11,0.1,-0.2,-4,.485,.499,$3050000,Traded
100,Alan Embree*\embreal01,35,2TM,52.0,67,0,47,8.13,5.04,-0.32,-0.38,102.2,5.09,-18,-1.8,1.02,-0.1,-1.4,-12,.473,.494,$3000000,Traded
101,Cory Lidle\lidleco01,33,PHI,184.2,31,31,105,5.12,4.54,0.61,0.17,103.4,4.24,-18,-1.8,,-0.1,-0.3,-2,.442,.489,$3000000,Traded
102,Jason Marquis\marquja01,26,STL,207.0,33,32,110,4.78,4.60,0.40,0.16,100.9,4.40,-9,-0.9,.99,-0.1,0.7,9,.472,.494,$3000000,Traded
103,Paul Quantrill\quantpa01,36,3TM,69.0,50,0,44,5.74,4.68,-0.56,-0.36,94.0,4.60,-9,-0.9,.50,0.0,-0.2,-2,.482,.498,$3000000,Free Agency
104,Woody Williams\williwo02,38,SDP,159.2,28,28,92,5.19,4.40,-0.26,0.16,90.5,4.36,-15,-1.5,,-0.1,-0.2,-1,.448,.491,$3000000,Free Agency
105,Esteban Loaiza\loaizes01,33,WSN,217.0,34,34,93,3.86,4.66,-0.02,0.17,96.1,4.66,19,2.1,,-0.1,3.8,38,.561,.513,$2900000,Free Agency
106,Jake Westbrook\westbja01,27,CLE,210.2,34,34,121,5.17,4.60,0.34,0.17,96.0,4.25,-23,-2.2,,-0.1,-0.2,1,.435,.486,$2900000,Traded
107,Tomo Ohka\ohkato01,29,2TM,180.1,32,29,88,4.39,4.62,-0.05,0.15,99.5,4.79,8,0.8,.63,-0.2,2.2,23,.526,.502,$2750000,Traded
108,Mike Timlin\timlimi01,39,BOS,80.1,81,0,23,2.58,4.84,-0.14,-0.37,104.2,4.81,19,2.0,1.31,0.1,2.9,29,.524,.512,$2750000,Free Agency
109,Bob Wickman\wickmbo01,36,CLE,62.0,64,0,17,2.47,4.65,0.32,-0.35,95.9,3.82,9,0.9,1.99,0.3,1.8,16,.514,.505,$2750000,Free Agency
110,Brett Tomko\tomkobr01,32,SFG,190.2,33,30,99,4.67,4.49,-0.18,0.15,100.1,4.82,3,0.3,.63,-0.1,1.8,20,.509,.502,$2650000,Free Agency
111,Ryan Franklin\frankry01,32,SEA,190.2,32,30,110,5.19,4.80,-0.03,0.17,97.2,4.85,-9,-0.9,.80,-0.1,1.0,14,.473,.495,$2600000,Amateur Draft
112,Guillermo Mota\motagu01,31,FLA,67.0,56,0,38,5.10,4.57,-0.42,-0.35,95.3,4.43,-5,-0.5,1.00,-0.2,-0.1,1,.491,.497,$2600000,Traded
113,B.J. Ryan*\ryanb.01,29,BAL,70.1,69,0,20,2.56,4.91,0.12,-0.37,99.4,4.39,14,1.4,1.61,0.2,2.4,22,.520,.509,$2600000,Traded
114,Julian Tavarez\tavarju01,32,STL,65.2,74,0,28,3.84,4.66,0.37,-0.35,100.9,3.96,1,0.1,1.41,-0.1,0.5,7,.501,.501,$2600000,Free Agency
115,Gil Meche\mechegi01,26,SEA,143.1,29,26,92,5.78,4.85,-0.03,0.17,94.7,4.78,-17,-1.6,.49,-0.1,-0.2,0,.443,.490,$2535000,Amateur Draft
116,Shawn Estes*\estessh01,32,ARI,123.2,21,21,70,5.09,4.48,-0.08,0.16,107.7,5.09,0,0.0,,-0.1,1.0,11,.499,.500,$2500000,Free Agency
117,Jorge Julio\juliojo01,26,BAL,71.2,67,0,50,6.28,5.01,0.17,-0.38,99.8,4.45,-15,-1.5,.96,-0.1,-0.9,-7,.478,.491,$2500000,Traded
118,Steve Kline*\klinest02,32,BAL,61.0,67,0,34,5.02,5.17,0.17,-0.39,99.4,4.58,-4,-0.3,1.10,-0.2,0.1,4,.495,.498,$2500000,Free Agency
119,Jose Lima\limajo01,32,KCR,168.2,32,32,140,7.47,4.63,-0.81,0.17,101.4,5.70,-35,-3.2,,-0.1,-1.5,-15,.400,.480,$2500000,Free Agency
120,Matt Morris\morrima01,30,STL,192.2,31,31,101,4.72,4.57,0.41,0.17,101.1,4.37,-8,-0.8,,-0.1,0.8,9,.475,.495,$2500000,Free Agency
121,Scott Schoeneweis*\schoesc01,31,TOR,57.0,80,0,23,3.63,5.16,0.37,-0.39,102.2,4.49,5,0.5,1.46,0.0,1.1,12,.506,.503,$2500000,Free Agency
122,Shingo Takatsu\takatsh01,36,2TM,36.1,40,0,21,5.20,4.64,0.14,-0.35,103.6,4.29,-4,-0.4,1.41,-0.1,-0.1,0,.490,.498,$2500000,Free Agency
123,Josh Beckett\beckejo02,25,FLA,178.2,29,29,75,3.78,4.47,-0.39,0.16,95.2,4.78,20,2.1,,-0.1,3.6,35,.574,.513,$2400000,Amateur Draft
124,Jason Jennings\jennija01,26,COL,122.0,20,20,73,5.39,4.55,-0.10,0.17,112.9,5.44,1,0.1,,-0.1,1.0,11,.503,.500,$2400000,Amateur Draft
125,Kyle Lohse\lohseky01,26,MIN,178.2,31,30,85,4.28,4.66,0.22,0.17,103.0,4.75,8,0.8,.15,-0.1,2.5,29,.526,.505,$2400000,Traded
126,Brian Lawrence\lawrebr02,29,SDP,195.2,33,33,106,4.88,4.43,-0.26,0.16,93.4,4.54,-8,-0.8,,-0.1,0.8,9,.477,.495,$2375000,Amateur Draft
127,Rodrigo Lopez\lopezro02,29,BAL,209.1,35,35,126,5.42,4.99,0.19,0.18,99.0,4.94,-13,-1.3,,-0.1,0.8,12,.464,.492,$2375000,Free Agency
128,Shawn Chacon\chacosh01,27,2TM,151.2,27,24,59,3.50,4.59,-0.40,0.16,104.1,5.32,30,3.3,.92,-0.1,4.6,46,.622,.510,$2350000,Amateur Draft
129,Joe Borowski\borowjo01,34,2TM,46.1,43,0,23,4.47,4.92,-0.02,-0.37,100.3,4.58,0,0.0,1.40,0.1,0.6,5,.501,.501,$2300000,Free Agency
130,Tony Armas\armasto02,27,WSN,101.1,19,19,57,5.06,4.63,-0.02,0.17,99.1,4.78,-3,-0.3,,-0.1,0.5,5,.482,.498,$2260000,Traded
131,Rheal Cormier*\cormirh01,38,PHI,47.1,57,0,33,6.27,4.59,0.60,-0.35,104.9,3.82,-13,-1.3,1.19,-0.2,-1.1,-9,.477,.492,$2250000,Free Agency
132,Joe Kennedy*\kennejo04,26,2TM,152.2,35,24,114,6.72,4.63,0.03,0.11,107.2,5.04,-29,-2.6,1.28,-0.1,-1.3,-14,.425,.493,$2200000,Traded
133,Josh Fogg\foggjo01,28,PIT,169.1,34,28,106,5.63,4.56,0.09,0.15,100.6,4.65,-19,-1.8,.84,-0.1,-0.5,-4,.446,.489,$2150000,Traded
134,Joe Nathan\nathajo01,30,MIN,70.0,69,0,22,2.83,4.72,0.14,-0.36,101.9,4.30,11,1.1,1.77,0.2,2.1,19,.516,.507,$2100000,Traded
135,Victor Zambrano\zambrvi01,29,NYM,166.1,31,27,85,4.60,4.56,-0.16,0.15,98.8,4.81,4,0.4,.70,-0.1,1.7,18,.513,.502,$2100000,Traded
136,Doug Davis*\davisdo02,29,MIL,222.2,35,35,103,4.16,4.62,-0.05,0.17,101.2,4.89,18,1.9,,-0.1,3.7,37,.555,.512,$2050000,Free Agency
137,Wilson Alvarez*\alvarwi01,35,LAD,24.0,21,2,15,5.63,4.72,0.03,-0.18,96.5,4.35,-3,-0.3,1.17,-0.1,-0.2,-1,.483,.498,$2000000,Free Agency
138,Chris Carpenter\carpech01,30,STL,241.2,33,33,82,3.05,4.52,0.34,0.17,100.4,4.36,35,3.9,,-0.2,5.8,56,.618,.524,$2000000,Free Agency
139,Ryan Dempster\dempsry01,28,CHC,92.0,63,6,35,3.42,4.61,0.02,-0.16,104.2,4.62,12,1.3,1.75,0.1,2.2,20,.520,.508,$2000000,Free Agency
140,Jason Grimsley\grimsja01,37,BAL,22.0,22,0,15,6.14,5.08,0.18,-0.38,100.5,4.54,-4,-0.4,.87,0.0,-0.2,-2,.482,.498,$2000000,Traded
141,Dustin Hermanson\hermadu01,32,CHW,57.1,57,0,17,2.67,4.70,0.25,-0.36,102.6,4.20,9,0.9,2.23,0.4,2.0,16,.517,.506,$2000000,Free Agency
142,Jose Mesa\mesajo01,39,PIT,56.2,55,0,30,4.76,4.65,0.09,-0.35,100.0,4.21,-4,-0.4,1.70,-0.3,-0.1,1,.493,.498,$2000000,Free Agency
143,Glendon Rusch*\ruschgl01,30,CHC,145.1,46,19,79,4.89,4.63,0.02,0.04,103.8,4.82,-1,-0.1,1.15,-0.2,1.0,11,.497,.499,$2000000,Free Agency
144,Kyle Farnsworth\farnsky01,29,2TM,70.0,72,0,18,2.31,4.69,0.17,-0.36,99.1,4.13,14,1.4,1.30,0.0,2.2,21,.520,.504,$1975000,Traded
145,Ron Villone*\villoro01,35,2TM,64.0,79,0,34,4.78,4.88,-0.16,-0.37,95.0,4.44,-3,-0.3,1.45,0.0,0.4,4,.496,.500,$1950000,Traded
146,Tom Martin*\martito02,35,ATL,2.1,4,0,5,19.29,5.29,0.58,-0.40,93.1,4.01,-4,-0.4,.76,0.0,-0.3,-4,.406,.498,$1900000,Traded
