k,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary▼,Acquired
28,Troy Percival\percitr01,33,ANA,49.1,52,0,22,4.01,4.92,0.11,-0.37,96.5,4.28,2,0.2,1.60,-0.1,0.6,7,.503,.501,$7833333,Amateur Draft
29,Hideo Nomo\nomohi01,34,LAD,218.1,33,33,82,3.38,4.59,0.37,0.18,94.1,4.14,17,1.9,,-0.1,3.6,37,.556,.511,$7750000,Free Agency
30,Jason Isringhausen\isrinja01,30,STL,42.0,40,0,14,3.00,4.63,-0.05,-0.34,96.4,4.18,5,0.5,1.42,0.0,1.0,9,.514,.503,$7250000,Free Agency
31,Matt Mantei\mantema01,29,ARI,55.0,50,0,17,2.78,4.58,-0.13,-0.34,108.9,4.76,12,1.2,1.85,0.4,2.1,17,.525,.508,$7083333,Traded
32,Pedro Astacio\astacpe01,34,NYM,36.2,7,7,30,7.36,4.86,-0.29,0.19,94.1,5.03,-10,-0.9,,0.0,-0.6,-6,.375,.495,$7000000,Free Agency
33,Armando Benitez\benitar01,30,3TM,73.0,69,0,27,3.33,4.87,-0.14,-0.36,97.2,4.51,9,1.0,1.40,0.0,1.7,17,.514,.503,$6937500,Traded
34,Freddy Garcia\garcifr03,26,SEA,201.1,33,33,109,4.87,4.79,0.22,0.18,96.8,4.59,-6,-0.6,,-0.1,1.4,17,.483,.497,$6875000,Traded
35,Jamie Moyer*\moyerja01,40,SEA,215.0,33,33,83,3.47,4.81,0.23,0.18,95.6,4.56,26,2.7,,-0.1,4.8,50,.582,.517,$6500000,Free Agency
36,Kerry Wood\woodke02,26,CHC,211.0,32,32,77,3.28,4.75,-0.13,0.18,99.7,5.05,41,4.5,,-0.1,6.2,60,.641,.528,$6190000,Amateur Draft
37,Keith Foulke\foulkke01,30,OAK,86.2,72,0,21,2.18,4.93,0.02,-0.37,98.4,4.47,22,2.2,1.50,0.4,3.5,32,.531,.514,$6000000,Traded
38,Sterling Hitchcock*\hitchst01,32,2TM,87.2,35,7,50,5.13,4.76,-0.18,-0.13,96.3,4.63,-5,-0.5,.61,0.0,0.4,4,.487,.497,$6000000,Traded
39,Eric Milton*\miltoer01,27,MIN,17.0,3,3,5,2.65,4.02,-0.03,0.15,94.6,3.97,3,0.3,,0.0,0.4,4,.588,.502,$6000000,Traded
40,Javier Vazquez\vazquja01,26,MON,230.2,34,34,93,3.63,4.80,-0.03,0.18,103.2,5.17,39,4.3,,-0.2,6.1,60,.625,.526,$6000000,Amateur Draft
41,Woody Williams\williwo02,36,STL,220.2,34,33,101,4.12,4.67,-0.06,0.18,96.0,4.71,13,1.4,3.48,-0.1,3.1,34,.542,.509,$6000000,Free Agency
42,Jason Schmidt\schmija01,30,SFG,207.2,29,29,56,2.43,4.44,0.19,0.17,99.8,4.41,45,5.1,,-0.1,6.7,64,.675,.531,$5937500,Traded
43,Kirk Rueter*\rueteki01,32,SFG,147.0,27,27,77,4.71,4.43,0.26,0.17,98.4,4.28,-8,-0.8,,-0.1,0.4,6,.471,.495,$5866667,Traded
44,John Burkett\burkejo03,38,BOS,181.2,32,30,108,5.35,4.81,-0.15,0.16,102.0,5.22,-2,-0.2,.34,-0.1,1.5,18,.493,.499,$5500000,Free Agency
45,Jose Contreras\contrjo01,31,NYY,71.0,18,9,27,3.42,4.79,-0.22,0.08,97.6,4.96,12,1.3,.92,-0.1,1.9,20,.570,.508,$5500000,Amateur Free Agent
46,Cory Lidle\lidleco01,31,TOR,192.2,31,31,133,6.21,4.88,-0.25,0.19,104.2,5.54,-14,-1.3,,-0.1,0.5,7,.457,.492,$5350000,Traded
47,Jose Mesa\mesajo01,37,PHI,58.0,61,0,44,6.83,4.66,0.13,-0.34,91.7,3.83,-20,-1.9,1.33,-0.4,-1.9,-14,.468,.488,$5200000,Free Agency
48,Danys Baez\baezda01,25,CLE,75.2,73,0,36,4.28,4.74,0.15,-0.35,97.0,4.11,-1,-0.1,1.59,-0.2,0.5,7,.498,.499,$5125000,Amateur Free Agent
49,Danny Graves\graveda01,29,CIN,169.0,30,26,108,5.75,4.72,0.03,0.16,96.6,4.68,-21,-2.0,.84,-0.1,-0.7,-5,.433,.488,$5000000,Traded
50,Russ Ortiz\ortizru01,29,ATL,212.1,34,34,101,4.28,4.62,0.21,0.18,99.3,4.56,6,0.6,,-0.1,2.3,25,.517,.504,$4662500,Traded
51,Steve Sparks\sparkst01,37,2TM,107.0,51,0,68,5.72,4.95,-0.15,-0.37,98.9,4.68,-12,-1.2,.98,-0.2,-0.2,0,.477,.495,$4500000,Free Agency
52,Ugueth Urbina\urbinug01,29,2TM,77.0,72,0,25,2.92,4.88,0.11,-0.36,105.8,4.66,15,1.5,1.64,0.4,2.6,23,.521,.504,$4500000,Traded
53,Kris Benson\bensokr01,28,PIT,105.0,18,18,67,5.74,4.67,-0.05,0.18,100.9,4.94,-10,-1.0,,-0.1,-0.1,0,.447,.494,$4300000,Amateur Draft
54,Billy Koch\kochbi01,28,CHW,53.0,55,0,36,6.11,4.72,0.14,-0.35,102.6,4.34,-10,-1.0,1.31,-0.3,-0.7,-4,.482,.494,$4250000,Traded
55,Sidney Ponson\ponsosi01,26,2TM,216.0,31,31,94,3.92,4.83,0.07,0.18,100.0,4.94,24,2.6,,-0.1,4.5,47,.582,.510,$4250000,Amateur Free Agent
56,Glendon Rusch*\ruschgl01,28,MIL,123.1,32,19,93,6.79,4.68,-0.49,0.08,99.4,5.22,-22,-2.1,1.34,-0.2,-1.2,-11,.434,.487,$4250000,Traded
57,Joe Mays\maysjo01,27,MIN,130.0,31,21,92,6.37,4.82,-0.03,0.10,100.7,4.98,-20,-1.8,.47,0.0,-0.5,-5,.441,.489,$4150000,Traded
58,Jeff Weaver\weaveje01,26,NYY,159.1,32,24,113,6.38,4.94,-0.30,0.15,98.1,5.29,-19,-1.8,.71,-0.1,-0.2,-1,.445,.489,$4150000,Traded
59,Antonio Alfonseca\alfonan01,31,CHC,66.1,60,0,43,5.83,4.83,-0.18,-0.36,101.1,4.70,-9,-0.9,1.07,-0.2,-0.5,-3,.486,.495,$4000000,Traded
60,Matt Clement\clemema01,28,CHC,201.2,32,32,100,4.46,4.66,-0.16,0.18,100.8,5.04,12,1.3,,-0.1,2.8,30,.540,.508,$4000000,Traded
61,Tim Wakefield\wakefti01,36,BOS,202.1,35,33,106,4.71,4.92,-0.14,0.18,104.0,5.44,17,1.7,1.03,-0.1,3.6,39,.548,.510,$4000000,Free Agency
62,Jeff Nelson\nelsoje01,36,2TM,55.1,70,0,25,4.07,4.83,0.05,-0.36,94.5,4.18,1,0.1,1.46,-0.1,0.6,7,.501,.500,$3983333,Traded
63,Paul Shuey\shueypa01,32,LAD,69.0,62,0,24,3.13,4.68,0.35,-0.35,95.2,3.79,5,0.5,1.24,-0.1,1.0,11,.508,.503,$3916667,Traded
64,Kelvim Escobar\escobke01,27,TOR,180.1,41,26,94,4.69,4.93,-0.23,0.13,102.9,5.44,15,1.5,1.20,-0.1,3.3,35,.538,.510,$3900000,Amateur Free Agent
65,Jarrod Washburn*\washbja01,28,ANA,207.1,32,32,106,4.60,4.87,0.14,0.18,97.3,4.78,4,0.4,,-0.1,2.4,28,.514,.503,$3875000,Amateur Draft
66,John Franco*\francjo01,42,NYM,34.1,38,0,11,2.88,4.90,-0.28,-0.36,97.2,4.68,7,0.7,1.01,-0.1,0.9,10,.518,.504,$3833333,Free Agency
67,Roy Halladay\hallaro01,26,TOR,266.0,36,36,111,3.76,4.91,-0.23,0.19,103.3,5.50,52,5.6,,-0.2,8.1,82,.655,.534,$3825000,Amateur Draft
68,Livan Hernandez\hernali01,28,MON,233.1,33,33,92,3.55,4.72,-0.04,0.18,104.6,5.16,41,4.5,,-0.2,6.4,62,.638,.528,$3825000,Traded
69,David Weathers\weathda01,33,NYM,87.2,77,0,33,3.39,4.96,-0.24,-0.37,97.7,4.73,13,1.3,1.36,0.1,2.1,21,.517,.508,$3733333,Free Agency
70,Curt Leskanic\leskacu01,35,2TM,52.2,53,0,15,2.56,4.73,-0.30,-0.35,104.3,4.87,13,1.4,1.22,0.0,1.9,19,.526,.504,$3700000,Traded
71,Derek Lowe\lowede01,30,BOS,203.1,33,33,113,5.00,4.84,-0.15,0.18,103.9,5.38,9,0.9,,-0.1,2.8,31,.527,.505,$3625000,Traded
72,Jose Jimenez\jimenjo01,29,COL,101.2,63,7,62,5.49,4.48,0.07,-0.13,119.2,5.09,-5,-0.5,1.28,-0.2,0.2,4,.492,.497,$3600000,Traded
73,Arthur Rhodes*\rhodear01,33,SEA,54.0,67,0,25,4.17,4.89,0.21,-0.37,93.7,4.05,-1,-0.1,1.32,-0.1,0.4,5,.499,.500,$3500000,Free Agency
74,Willis Roberts\roberwi01,28,BAL,39.1,26,0,26,5.95,4.86,-0.01,-0.36,98.9,4.46,-6,-0.6,.88,0.0,-0.3,-2,.476,.496,$3500000,Free Agency
75,Mike Williams\willimi03,34,2TM,63.0,68,0,44,6.29,4.77,0.02,-0.35,98.2,4.32,-14,-1.4,1.50,-0.4,-1.3,-8,.479,.496,$3500000,Traded
76,Odalis Perez*\perezod01,25,LAD,185.1,30,30,98,4.76,4.59,0.41,0.18,97.8,4.26,-11,-1.1,,-0.1,0.4,6,.464,.493,$3400000,Traded
77,Miguel Batista\batismi01,32,ARI,193.1,36,29,85,3.96,4.58,-0.18,0.14,106.8,5.24,27,2.9,.78,-0.2,4.4,44,.580,.518,$3375000,Free Agency
78,Turk Wendell\wendetu01,36,PHI,64.0,56,0,24,3.38,4.71,0.13,-0.35,92.9,3.93,4,0.4,1.32,-0.1,0.9,10,.507,.502,$3350000,Traded
79,Paul Quantrill\quantpa01,34,LAD,77.1,89,0,18,2.09,4.71,0.39,-0.35,94.9,3.77,14,1.5,1.38,0.1,2.3,21,.516,.509,$3333333,Traded
80,Gabe White*\whitega01,31,2TM,46.2,46,0,22,4.24,4.84,-0.05,-0.36,97.2,4.40,1,0.1,1.77,-0.1,0.4,5,.502,.500,$3316667,Traded
81,Brett Tomko\tomkobr01,30,STL,202.2,33,32,126,5.60,4.57,-0.06,0.16,96.6,4.63,-23,-2.2,.66,-0.1,-0.6,-4,.434,.487,$3300000,Traded
82,Ryan Dempster\dempsry01,26,CIN,115.2,22,20,89,6.93,4.69,0.03,0.17,97.8,4.72,-29,-2.6,1.13,-0.1,-1.7,-18,.380,.484,$3250000,Traded
83,Byung-Hyun Kim\kimby01,24,2TM,122.1,56,12,55,4.05,4.88,-0.15,-0.05,103.7,5.17,15,1.6,1.51,-0.1,2.8,28,.529,.504,$3250000,Amateur Free Agent
84,Jay Powell\powelja04,31,TEX,58.2,51,0,58,8.90,4.91,0.37,-0.37,111.4,4.66,-28,-2.6,.33,0.7,-1.2,-21,.449,.484,$3250000,Free Agency
85,David Wells*\wellsda01,40,NYY,213.0,31,30,101,4.27,4.84,-0.30,0.17,97.4,5.17,22,2.2,2.27,-0.1,4.3,45,.572,.514,$3250000,Free Agency
86,Jim Mecir\mecirji01,33,OAK,37.0,41,0,25,6.08,4.86,0.03,-0.36,99.9,4.47,-7,-0.6,1.10,-0.1,-0.4,-2,.485,.496,$3216667,Traded
87,Matt Anderson\anderma01,26,DET,23.1,23,0,17,6.56,4.98,-0.19,-0.37,96.7,4.64,-5,-0.5,1.28,-0.1,-0.3,-2,.479,.497,$3200000,Amateur Draft
88,Felix Rodriguez\rodrife01,30,SFG,61.0,68,0,21,3.10,4.63,0.21,-0.34,97.0,3.95,5,0.6,1.34,0.0,1.1,11,.508,.503,$3166667,Traded
89,Omar Daal*\daalom01,31,BAL,93.2,19,17,69,6.63,4.75,-0.01,0.15,99.6,4.89,-18,-1.6,1.74,-0.1,-0.8,-8,.414,.490,$3000000,Free Agency
90,Elmer Dessens\desseel01,32,ARI,175.2,34,30,107,5.48,4.64,-0.19,0.15,108.8,5.43,-2,-0.2,.84,-0.1,1.2,14,.495,.499,$3000000,Traded
91,Alan Embree*\embreal01,33,BOS,55.0,65,0,26,4.25,5.03,-0.13,-0.38,103.3,4.94,4,0.4,1.27,-0.1,1.0,10,.507,.503,$3000000,Traded
92,Shawn Estes*\estessh01,30,CHC,152.1,29,28,113,6.68,4.74,-0.18,0.18,101.0,5.15,-26,-2.5,.32,-0.1,-1.3,-13,.414,.485,$3000000,Free Agency
93,Buddy Groom*\groombu01,37,BAL,45.1,60,0,27,5.36,5.24,-0.01,-0.39,99.9,4.85,-2,-0.2,1.47,-0.2,0.1,3,.496,.499,$3000000,Free Agency
94,LaTroy Hawkins\hawkila01,30,MIN,77.1,74,0,20,2.33,4.80,-0.02,-0.36,99.6,4.44,18,1.8,1.72,0.5,3.1,27,.525,.511,$3000000,Amateur Draft
95,Kevin Jarvis\jarvike01,33,SDP,92.0,16,16,65,6.36,4.67,0.00,0.18,94.1,4.56,-19,-1.7,,-0.1,-1.0,-10,.392,.489,$3000000,Free Agency
96,Todd Jones\jonesto02,35,2TM,68.2,59,1,58,7.60,4.79,-0.02,-0.32,111.6,4.98,-20,-2.0,.80,0.0,-1.3,-13,.467,.493,$3000000,Free Agency
97,Steve Trachsel\trachst01,32,NYM,204.2,33,33,90,3.96,4.78,-0.27,0.18,98.0,5.12,26,2.8,,-0.1,4.4,44,.584,.517,$3000000,Free Agency
98,Rheal Cormier*\cormirh01,36,PHI,84.2,65,0,18,1.91,4.59,0.11,-0.34,92.2,3.81,18,1.8,1.23,0.0,2.6,25,.528,.511,$2983333,Free Agency
99,Terry Adams\adamste01,30,PHI,68.0,66,0,22,2.91,4.77,0.12,-0.35,92.1,3.95,8,0.8,1.29,0.0,1.4,14,.512,.505,$2900000,Free Agency
100,Jason Johnson\johnsja02,29,BAL,189.2,32,32,100,4.75,5.11,-0.01,0.19,98.5,5.23,11,1.1,,-0.1,2.9,32,.533,.507,$2900000,Traded
101,Ramiro Mendoza\mendora01,31,BOS,66.2,37,5,51,6.89,5.08,-0.17,-0.17,105.2,5.34,-11,-1.1,.88,-0.1,-0.5,-4,.471,.493,$2900000,Free Agency
102,Scott Sullivan\sullisc01,32,2TM,64.0,65,0,28,3.94,4.80,0.05,-0.36,97.8,4.30,2,0.2,1.05,-0.1,0.7,9,.504,.501,$2800000,Traded
103,Eddie Guardado*\guarded01,32,MIN,65.1,66,0,22,3.03,4.73,-0.02,-0.35,99.4,4.37,10,1.0,1.70,0.2,1.9,17,.515,.506,$2700000,Amateur Draft
104,Tim Hudson\hudsoti01,27,OAK,240.0,34,34,84,3.15,4.88,0.02,0.19,98.1,4.95,48,5.2,,-0.2,7.5,75,.652,.532,$2700000,Amateur Draft
105,Mark Mulder*\muldema01,25,OAK,186.2,26,26,66,3.18,4.89,0.02,0.19,98.7,4.98,38,4.0,,-0.1,5.8,59,.655,.525,$2650000,Amateur Draft
106,Mike Remlinger*\remlimi01,37,CHC,69.0,73,0,30,3.91,4.84,-0.14,-0.36,100.6,4.65,5,0.5,1.21,-0.1,1.1,12,.508,.503,$2633333,Free Agency
107,Kazuhisa Ishii*\ishiika01,29,LAD,147.0,27,27,72,4.41,4.63,0.36,0.18,93.8,4.17,-4,-0.5,,-0.1,0.7,9,.483,.497,$2575000,Free Agency
108,A.J. Burnett\burnea.01,26,FLA,23.0,4,4,13,5.09,4.72,-0.09,0.18,93.6,4.68,-1,-0.1,,0.0,0.1,1,.471,.499,$2500000,Traded
109,Jimmy Haynes\hayneji01,30,CIN,94.1,18,18,74,7.06,4.87,0.03,0.19,94.4,4.74,-25,-2.2,,-0.1,-1.5,-16,.375,.486,$2500000,Free Agency
110,Danny Patterson\patteda04,32,DET,17.2,19,0,8,4.08,4.88,-0.15,-0.36,94.8,4.42,1,0.1,.88,0.0,0.2,3,.504,.500,$2500000,Traded
111,Ismael Valdez\valdeis01,29,TEX,115.0,22,22,83,6.50,4.84,0.40,0.18,110.5,5.11,-17,-1.6,,-0.1,-0.5,-5,.427,.490,$2500000,Free Agency
112,Todd Van Poppel\vanpoto01,31,2TM,48.1,16,5,32,5.96,4.89,0.13,-0.04,99.3,4.68,-7,-0.6,.47,0.0,-0.2,-2,.461,.498,$2500000,Free Agency
113,Antonio Osuna\osunaan01,30,NYY,50.2,48,0,22,3.91,4.99,-0.27,-0.37,95.9,4.68,4,0.4,.88,-0.1,0.8,10,.509,.503,$2400000,Traded
114,Randy Wolf*\wolfra02,26,PHI,200.0,33,33,101,4.55,4.61,0.12,0.18,91.4,4.27,-7,-0.7,,-0.1,0.9,11,.479,.496,$2375000,Amateur Draft
115,Jason Christiansen*\chrisja01,33,SFG,26.0,40,0,15,5.19,4.76,0.22,-0.35,99.6,4.17,-3,-0.3,1.03,-0.1,-0.1,-1,.492,.498,$2333333,Traded
116,Ramon Ortiz\ortizra02,30,ANA,180.0,32,32,121,6.05,4.85,0.15,0.18,96.6,4.71,-26,-2.4,,-0.1,-0.7,-6,.424,.485,$2266667,Amateur Free Agent
117,Chris Hammond*\hammoch01,37,NYY,63.0,62,0,23,3.29,4.81,-0.27,-0.36,96.6,4.55,9,0.9,1.23,0.0,1.5,16,.514,.505,$2200000,Free Agency
118,Mark Redman*\redmama01,29,FLA,190.2,29,29,82,3.87,4.67,-0.10,0.18,99.9,4.94,22,2.4,,-0.1,3.8,39,.581,.515,$2150000,Traded
119,Tony Armas\armasto02,25,MON,31.0,5,5,9,2.61,4.95,-0.03,0.19,103.9,5.38,9,1.1,,0.0,1.3,12,.715,.507,$2100000,Traded
120,Jason Grimsley\grimsja01,35,KCR,75.0,76,0,47,5.64,4.88,-0.30,-0.36,108.4,5.22,-3,-0.3,1.50,-0.3,0.2,5,.496,.498,$2000000,Free Agency
121,Dan Plesac*\plesada01,41,PHI,33.1,58,0,12,3.24,4.95,0.11,-0.37,91.7,4.10,3,0.3,1.46,0.0,0.6,6,.505,.502,$2000000,Traded
122,Kenny Rogers*\rogerke01,38,MIN,195.0,33,31,108,4.98,4.73,-0.03,0.17,101.0,4.98,0,0.0,.99,-0.1,1.9,22,.501,.500,$2000000,Free Agency
123,Mike Stanton*\stantmi02,36,NYM,45.1,50,0,25,4.96,4.69,-0.25,-0.35,98.6,4.53,-2,-0.2,1.39,-0.1,0.0,2,.495,.498,$2000000,Free Agency
124,Dave Veres\veresda01,36,CHC,32.2,31,0,17,4.68,4.76,-0.17,-0.35,101.1,4.63,0,0.0,.98,-0.1,0.2,3,.499,.500,$2000000,Free Agency
125,Tim Worrell\worreti01,35,SFG,78.1,76,0,35,4.02,4.48,0.22,-0.33,99.4,3.91,-1,-0.1,1.82,-0.2,0.3,6,.498,.499,$2000000,Traded
126,Brad Penny\pennybr01,25,FLA,196.1,32,32,96,4.40,4.79,-0.10,0.18,98.7,5.01,12,1.3,,-0.1,2.9,30,.541,.508,$1875000,Traded
127,Mike Timlin\timlimi01,37,BOS,83.2,72,0,37,3.98,4.93,-0.14,-0.37,102.4,4.82,8,0.8,1.33,-0.1,1.6,17,.511,.505,$1850000,Free Agency
128,Shigetoshi Hasegawa\hasegsh01,34,SEA,73.0,63,0,12,1.48,4.85,0.22,-0.36,95.6,4.08,21,2.1,1.46,0.3,3.2,29,.534,.513,$1800000,Free Agency
129,Steve Kline*\klinest02,30,STL,63.2,78,0,29,4.10,4.69,-0.06,-0.35,97.7,4.30,1,0.1,1.35,-0.1,0.6,7,.502,.501,$1800000,Free Agency
130,Mike Myers*\myersmi01,34,ARI,36.1,64,0,23,5.70,5.16,-0.19,-0.38,109.0,5.42,-1,-0.1,1.14,-0.1,0.1,2,.498,.499,$1750000,Traded
131,Josh Beckett\beckejo02,23,FLA,142.0,24,23,54,3.42,4.87,-0.09,0.18,97.2,5.00,24,2.7,.01,-0.1,3.8,37,.611,.516,$1725000,Amateur Draft
132,Mike DeJean\dejeami01,32,2TM,82.2,76,0,46,5.01,4.66,-0.35,-0.34,99.9,4.67,-4,-0.4,1.57,-0.3,0.1,4,.495,.498,$1700000,Traded
133,Bob Howry\howrybo01,29,BOS,4.1,4,0,6,12.46,4.86,-0.21,-0.36,99.7,4.69,-4,-0.3,.48,0.1,-0.2,-3,.415,.498,$1700000,Traded
134,Ricardo Rincon*\rincori01,33,OAK,55.1,64,0,21,3.42,4.98,0.02,-0.37,98.7,4.52,7,0.7,1.36,0.0,1.3,13,.511,.504,$1700000,Free Agency
135,Octavio Dotel\doteloc01,29,HOU,87.0,76,0,25,2.59,4.73,0.32,-0.35,101.6,4.12,14,1.5,1.38,0.1,2.4,22,.520,.509,$1600000,Traded
136,Mark Guthrie*\guthrma01,37,CHC,42.2,65,0,14,2.95,4.96,-0.18,-0.37,101.2,4.82,9,0.9,1.17,0.0,1.3,13,.514,.505,$1600000,Free Agency
137,Braden Looper\loopebr01,28,FLA,80.2,74,0,34,3.79,4.74,-0.10,-0.35,97.3,4.38,5,0.5,1.44,-0.1,1.2,12,.507,.503,$1600000,Traded
138,Scott Williamson\willisc01,27,2TM,62.2,66,0,30,4.31,4.83,-0.03,-0.36,98.4,4.42,1,0.1,1.59,0.0,0.7,7,.501,.501,$1600000,Traded
139,Scott Sauerbeck*\sauersc01,31,2TM,56.2,79,0,34,5.40,4.91,-0.07,-0.36,102.0,4.71,-5,-0.4,1.26,-0.1,0.0,1,.495,.499,$1566667,Traded
140,Damian Moss*\mossda01,26,2TM,165.2,31,29,102,5.54,4.72,0.16,0.16,98.0,4.62,-17,-1.6,.54,-0.1,-0.2,-1,.448,.495,$1550000,Traded
141,Brian Anderson*\anderbr02,31,2TM,197.2,32,31,110,5.01,4.70,0.05,0.17,100.3,4.84,-3,-0.2,1.17,-0.1,1.7,19,.493,.496,$1500000,Free Agency
142,Brian Boehringer\boehrbr01,34,PIT,62.1,62,0,39,5.63,4.81,-0.05,-0.36,101.7,4.58,-8,-0.8,1.26,-0.2,-0.4,-2,.488,.495,$1500000,Free Agency
143,Albie Lopez\lopezal02,31,KCR,22.2,15,0,32,12.71,4.67,-0.38,-0.35,110.0,5.17,-19,-1.7,1.06,-0.1,-1.5,-16,.388,.490,$1500000,Free Agency
144,Carl Pavano\pavanca01,27,FLA,201.0,33,32,99,4.43,4.64,-0.11,0.17,97.6,4.80,7,0.8,2.33,-0.1,2.3,26,.523,.505,$1500000,Traded
145,Esteban Yan\yanes01,28,2TM,66.2,54,0,48,6.48,4.92,0.08,-0.37,100.3,4.48,-15,-1.5,.85,0.0,-0.8,-8,.473,.495,$1500000,Traded
