k,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary▼,Acquired
17,Eric Gagne\gagneer01,30,LAD,2.0,2,0,0,0.00,5.25,-0.07,-0.39,100.0,4.94,1,0.1,.57,0.0,0.1,1,.556,.501,$10000000,Amateur Free Agent
18,Tom Glavine*\glavito02,40,NYM,198.0,32,32,94,4.27,4.97,0.22,0.19,97.2,4.81,12,1.3,,-0.1,2.8,30,.539,.508,$9993640,Free Agency
19,Eric Milton*\miltoer01,30,CIN,152.2,26,26,94,5.54,4.82,-0.31,0.19,104.3,5.55,1,0.1,,-0.1,1.3,14,.502,.500,$9833333,Free Agency
20,Matt Clement\clemema01,31,BOS,65.1,12,12,50,6.89,5.03,-0.19,0.19,103.9,5.63,-10,-0.9,,0.0,-0.3,-2,.424,.494,$9825000,Free Agency
21,Ben Sheets\sheetbe01,27,MIL,106.0,17,17,47,3.99,4.79,0.05,0.19,100.2,4.95,12,1.2,,-0.1,2.0,21,.570,.507,$9625000,Amateur Draft
22,Jose Contreras\contrjo01,34,CHW,196.0,30,30,101,4.64,4.96,-0.22,0.19,104.2,5.60,18,1.9,,-0.1,3.8,43,.563,.512,$9500000,Traded
23,Derek Lowe\lowede01,33,LAD,218.0,35,34,97,4.00,4.77,-0.17,0.18,100.9,5.17,29,3.0,2.37,-0.1,4.8,48,.586,.518,$9500000,Free Agency
24,Randy Wolf*\wolfra02,29,PHI,56.2,12,12,37,5.88,5.02,-0.12,0.20,101.2,5.40,-3,-0.3,,0.0,0.2,2,.477,.498,$9125000,Amateur Draft
25,Freddy Garcia\garcifr03,29,CHW,216.1,33,33,116,4.83,5.01,-0.23,0.19,104.4,5.68,18,1.8,,-0.1,3.9,45,.555,.511,$9000000,Traded
26,Greg Maddux\maddugr01,40,2TM,210.0,34,34,109,4.67,4.82,-0.11,0.19,102.5,5.25,14,1.5,,-0.1,3.1,33,.543,.504,$9000000,Free Agency
27,Brad Radke\radkebr01,33,MIN,162.1,28,28,87,4.82,4.98,0.08,0.19,98.8,5.02,2,0.2,,-0.1,1.7,22,.506,.501,$9000000,Free Agency
28,Jason Isringhausen\isrinja01,33,STL,58.1,59,0,25,3.86,4.74,0.27,-0.35,99.1,4.09,2,0.2,1.96,0.0,0.6,7,.503,.501,$8750000,Free Agency
29,Odalis Perez*\perezod01,28,2TM,126.1,32,20,93,6.63,4.99,0.00,0.10,101.4,5.16,-21,-2.0,.54,0.0,-0.8,-8,.438,.493,$8750000,Traded
30,Johan Santana*\santajo02,27,MIN,233.2,34,34,79,3.04,4.99,0.06,0.19,99.0,5.07,50,5.3,,-0.1,7.5,79,.656,.533,$8750000,Traded
31,Kris Benson\bensokr01,31,BAL,183.0,30,30,105,5.16,5.10,-0.05,0.20,99.7,5.33,1,0.1,,-0.1,1.9,24,.504,.501,$8333333,Traded
32,Jeff Weaver\weaveje01,29,2TM,172.0,31,31,117,6.12,4.81,0.17,0.19,99.8,4.82,-26,-2.3,,-0.1,-0.8,-7,.425,.493,$8325000,Free Agency
33,Mark Buehrle*\buehrma01,27,CHW,204.0,32,32,124,5.47,5.00,-0.24,0.19,104.8,5.70,3,0.3,,-0.1,2.2,28,.508,.502,$8000000,Amateur Draft
34,Livan Hernandez\hernali01,31,2TM,216.0,34,34,125,5.21,4.88,-0.18,0.19,98.2,5.16,-1,0.1,,-0.1,1.8,19,.502,.497,$8000000,Traded
35,Kenny Rogers*\rogerke01,41,DET,204.0,34,33,97,4.28,4.99,0.25,0.19,100.7,4.96,13,1.3,2.38,-0.1,3.3,39,.538,.508,$8000000,Free Agency
36,Barry Zito*\zitoba01,28,OAK,221.0,34,34,99,4.03,5.01,0.01,0.19,97.4,5.06,22,2.3,,-0.1,4.4,50,.568,.514,$7900000,Amateur Draft
37,Russ Ortiz\ortizru01,32,2TM,63.0,26,11,60,8.57,5.10,-0.04,-0.04,103.2,5.26,-24,-2.1,.30,0.2,-1.3,-17,.417,.492,$7875000,Free Agency
38,Kevin Millwood\millwke01,31,TEX,215.0,34,34,114,4.77,4.98,0.06,0.19,100.4,5.13,6,0.6,,-0.1,2.7,33,.517,.504,$7868893,Free Agency
39,Keith Foulke\foulkke01,33,BOS,49.2,44,0,24,4.35,5.15,-0.18,-0.38,104.1,5.15,4,0.4,1.00,-0.1,0.8,10,.508,.502,$7750000,Free Agency
40,Mark Mulder*\muldema01,28,STL,93.1,17,17,77,7.43,4.73,0.35,0.19,98.3,4.48,-30,-2.6,,-0.1,-1.8,-22,.348,.484,$7750000,Traded
41,Jaret Wright\wrighja02,30,NYY,140.1,30,27,76,4.87,4.96,-0.36,0.18,99.2,5.45,7,0.7,1.32,-0.1,2.1,25,.524,.504,$7666667,Free Agency
42,Jon Lieber\liebejo01,36,PHI,168.0,27,27,100,5.36,4.93,-0.13,0.19,103.0,5.41,1,0.1,,-0.1,1.5,16,.505,.501,$7583333,Free Agency
43,Jarrod Washburn*\washbja01,31,SEA,187.0,31,31,103,4.96,5.06,0.33,0.20,97.0,4.78,-6,-0.6,,-0.1,1.2,18,.481,.496,$7450000,Free Agency
44,Paul Byrd\byrdpa01,35,CLE,179.0,31,31,120,6.03,4.95,-0.21,0.19,99.0,5.29,-17,-1.6,,-0.1,0.2,6,.449,.490,$7000000,Free Agency
45,Jon Garland\garlajo01,26,CHW,211.1,33,32,112,4.77,4.95,-0.24,0.19,103.4,5.56,16,1.6,2.11,-0.1,3.7,43,.549,.510,$7000000,Traded
46,CC Sabathia*\sabatc.01,25,CLE,192.2,28,28,83,3.88,4.91,-0.16,0.19,99.0,5.22,26,2.7,,-0.1,4.6,51,.597,.517,$7000000,Amateur Draft
47,Joel Pineiro\pineijo01,27,SEA,165.2,40,25,123,6.68,5.14,0.34,0.11,95.9,4.71,-38,-3.5,1.26,-0.2,-2.0,-18,.413,.479,$6800000,Amateur Draft
48,Kelvim Escobar\escobke01,30,LAA,189.1,30,30,93,4.42,5.04,0.00,0.19,100.4,5.25,15,1.5,,-0.1,3.4,39,.551,.509,$6750000,Free Agency
49,Tim Hudson\hudsoti01,30,ATL,218.1,35,35,129,5.32,4.90,-0.07,0.19,99.2,5.12,-4,-0.4,,-0.1,1.3,15,.488,.497,$6500000,Traded
50,Carlos Zambrano\zambrca01,25,CHC,214.0,33,33,91,3.83,4.79,-0.07,0.19,103.4,5.22,34,3.5,,-0.1,5.2,53,.608,.522,$6500000,Amateur Free Agent
51,Armando Benitez\benitar01,33,SFG,38.1,41,0,15,3.52,4.96,0.20,-0.36,98.8,4.34,4,0.4,1.90,0.1,0.8,7,.509,.502,$6271206,Free Agency
52,Eddie Guardado*\guarded01,35,2TM,37.0,43,0,19,4.62,5.05,0.10,-0.37,100.6,4.61,0,0.0,1.49,-0.1,0.3,4,.500,.499,$6250000,Traded
53,Esteban Loaiza\loaizes01,34,OAK,154.2,26,26,92,5.35,4.92,0.01,0.19,97.7,4.98,-8,-0.8,,-0.1,0.7,11,.469,.495,$6000000,Free Agency
54,Todd Jones\jonesto02,38,DET,64.0,62,0,31,4.36,4.96,0.27,-0.37,99.9,4.32,-1,-0.1,1.74,-0.2,0.4,7,.498,.499,$5792956,Free Agency
55,Matt Morris\morrima01,31,SFG,207.2,33,33,123,5.33,4.84,0.22,0.19,99.0,4.76,-13,-1.2,,-0.1,0.4,6,.463,.493,$5525527,Free Agency
56,Jamie Moyer*\moyerja01,43,2TM,211.1,33,33,110,4.68,4.96,0.22,0.19,96.8,4.78,0,0.1,,-0.1,2.0,25,.502,.498,$5500000,Traded
57,Kyle Farnsworth\farnsky01,30,NYY,66.0,72,0,34,4.64,4.97,-0.30,-0.37,99.9,4.90,1,0.1,1.45,-0.1,0.7,9,.502,.501,$5416666,Free Agency
58,Brad Penny\pennybr01,28,LAD,189.0,34,33,94,4.48,4.75,-0.17,0.19,100.9,5.15,15,1.5,1.37,-0.1,3.0,31,.543,.509,$5250000,Traded
59,Jason Marquis\marquja01,27,STL,194.1,33,33,136,6.30,4.77,0.34,0.19,99.4,4.59,-36,-3.3,,-0.1,-1.7,-19,.401,.480,$5150000,Traded
60,Chris Carpenter\carpech01,31,STL,221.2,32,32,81,3.29,4.67,0.29,0.18,100.0,4.57,32,3.4,,-0.1,5.1,52,.606,.521,$5000000,Free Agency
61,Bob Wickman\wickmbo01,37,2TM,54.0,57,0,22,3.67,4.89,-0.13,-0.36,99.7,4.64,6,0.6,1.51,0.0,1.1,11,.510,.502,$5000000,Traded
62,Woody Williams\williwo02,39,SDP,145.1,25,24,68,4.21,4.83,0.30,0.19,91.6,4.31,2,0.2,.34,-0.1,1.4,15,.508,.501,$5000000,Free Agency
63,Miguel Batista\batismi01,35,ARI,206.1,34,33,116,5.06,4.87,-0.01,0.19,105.1,5.33,7,0.7,.17,-0.1,2.3,25,.520,.504,$4750000,Traded
64,John Thomson\thomsjo01,32,ATL,80.1,18,15,55,6.16,4.98,-0.07,0.16,97.0,5.05,-10,-0.9,.89,0.0,-0.3,-3,.449,.494,$4750000,Free Agency
65,Adam Eaton\eatonad01,28,TEX,65.0,13,13,38,5.26,4.94,0.06,0.19,100.0,5.08,-2,-0.2,,0.0,0.4,6,.484,.499,$4650000,Traded
66,Orlando Hernandez\hernaor01,40,2TM,162.1,29,29,90,4.99,4.85,0.14,0.19,100.1,4.91,-1,-0.1,,-0.1,1.2,14,.498,.501,$4625000,Traded
67,Tomo Ohka\ohkato01,30,MIL,97.0,18,18,58,5.38,4.76,0.05,0.19,101.8,4.98,-4,-0.4,,-0.1,0.4,5,.478,.498,$4530000,Traded
68,Tom Gordon\gordoto01,38,PHI,59.1,59,0,23,3.49,4.88,-0.10,-0.36,103.9,4.80,9,0.9,1.89,0.3,1.7,14,.515,.505,$4500000,Free Agency
69,Trevor Hoffman\hoffmtr01,38,SDP,63.0,65,0,16,2.29,4.85,0.25,-0.36,90.8,3.85,11,1.1,2.01,0.4,2.1,17,.517,.507,$4500000,Free Agency
70,Jason Jennings\jennija01,27,COL,212.0,32,32,94,3.99,4.91,0.10,0.19,106.3,5.32,32,3.3,,-0.1,5.0,51,.605,.521,$4500000,Amateur Draft
71,Mark Redman*\redmama01,32,KCR,167.0,29,29,110,5.93,4.95,0.19,0.19,103.7,5.14,-17,-1.6,,-0.1,0.1,4,.446,.490,$4500000,Traded
72,Vicente Padilla\padilvi01,28,TEX,200.0,33,33,108,4.86,5.03,0.05,0.19,101.3,5.24,6,0.6,,-0.1,2.5,31,.518,.504,$4410000,Free Agency
73,LaTroy Hawkins\hawkila01,33,BAL,60.1,60,0,30,4.48,5.07,-0.06,-0.37,100.2,4.76,1,0.1,1.10,-0.2,0.6,9,.502,.501,$4400000,Traded
74,Dontrelle Willis*\willido03,24,FLA,223.1,34,34,106,4.27,4.99,-0.17,0.20,96.1,5.15,22,2.3,,-0.1,4.1,42,.568,.514,$4350000,Traded
75,Ryan Dempster\dempsry01,29,CHC,75.0,74,0,47,5.64,4.78,-0.08,-0.35,102.8,4.64,-8,-0.8,1.30,-0.3,-0.4,-1,.489,.495,$4333333,Free Agency
76,Josh Beckett\beckejo02,26,BOS,204.2,33,33,120,5.28,5.10,-0.17,0.20,104.5,5.71,7,0.7,,-0.1,2.7,33,.522,.504,$4325000,Traded
77,Jake Westbrook\westbja01,28,CLE,211.1,32,32,106,4.51,4.94,-0.19,0.19,98.8,5.26,15,1.5,,-0.1,3.5,41,.547,.509,$4250000,Traded
78,Kip Wells\wellski01,29,2TM,44.1,9,9,33,6.70,4.93,-0.24,0.19,97.7,5.25,-7,-0.7,,0.0,-0.3,-3,.427,.497,$4150000,Traded
79,Francisco Cordero\cordefr01,31,2TM,75.1,77,0,32,3.82,4.93,0.05,-0.36,101.6,4.59,6,0.6,1.75,0.2,1.6,14,.508,.501,$4125000,Traded
80,David Wells*\wellsda01,43,2TM,75.1,13,13,41,4.90,4.89,-0.01,0.19,100.5,5.15,2,0.2,,0.0,0.8,10,.513,.500,$4075000,Free Agency
81,Danys Baez\baezda01,28,2TM,59.2,57,0,35,5.28,4.86,-0.15,-0.36,98.5,4.59,-4,-0.4,1.38,-0.2,-0.1,1,.492,.498,$4000000,Traded
82,Scott Elarton\elartsc01,30,KCR,114.2,20,20,73,5.73,5.03,0.18,0.19,103.7,5.24,-8,-0.7,,-0.1,0.4,7,.463,.495,$4000000,Free Agency
83,Ted Lilly*\lillyte01,30,TOR,181.2,32,32,98,4.86,5.03,0.36,0.19,100.5,4.89,-2,-0.2,,-0.1,1.6,21,.495,.499,$4000000,Traded
84,B.J. Ryan*\ryanb.01,30,TOR,72.1,65,0,12,1.49,5.06,0.27,-0.37,100.0,4.42,23,2.3,1.63,0.5,3.6,32,.535,.514,$4000000,Free Agency
85,Jeff Suppan\suppaje01,31,STL,190.0,32,32,100,4.74,4.75,0.33,0.19,98.8,4.55,-3,-0.3,,-0.1,1.2,14,.490,.498,$4000000,Free Agency
86,Tim Wakefield\wakefti01,39,BOS,140.0,23,23,80,5.14,5.06,-0.18,0.20,103.6,5.64,6,0.6,,-0.1,1.9,24,.526,.504,$4000000,Free Agency
87,Brad Lidge\lidgebr01,29,HOU,75.0,78,0,47,5.64,4.77,0.23,-0.35,99.5,4.17,-12,-1.2,1.58,-0.5,-1.0,-5,.485,.493,$3975000,Amateur Draft
88,Kyle Lohse\lohseky01,27,2TM,126.2,34,19,83,5.90,4.95,-0.10,0.07,100.2,5.13,-11,-1.0,.47,0.0,0.2,2,.470,.495,$3950000,Traded
89,Bruce Chen*\chenbr01,29,BAL,98.2,40,12,81,7.39,5.09,-0.05,-0.04,100.1,5.12,-26,-2.4,.36,0.2,-1.2,-14,.439,.485,$3800000,Conditional Deal
90,Francisco Rodriguez\rodrifr03,24,LAA,73.0,69,0,16,1.97,5.08,0.00,-0.38,100.1,4.71,21,2.1,1.97,0.8,3.7,30,.531,.513,$3775000,Amateur Free Agent
91,Rodrigo Lopez\lopezro02,30,BAL,189.0,36,29,129,6.14,5.09,-0.05,0.15,100.2,5.31,-20,-1.9,1.37,-0.2,-0.1,4,.448,.489,$3750000,Free Agency
92,Joe Nathan\nathajo01,31,MIN,68.1,64,0,12,1.58,4.93,0.05,-0.36,98.4,4.44,21,2.1,1.63,0.5,3.3,29,.533,.513,$3750000,Traded
93,Gil Meche\mechegi01,27,SEA,186.2,32,32,106,5.11,4.96,0.29,0.19,97.8,4.76,-10,-0.9,,-0.1,0.9,14,.471,.494,$3700000,Amateur Draft
94,Arthur Rhodes*\rhodear01,36,PHI,45.2,55,0,27,5.32,5.00,-0.11,-0.37,102.6,4.86,-2,-0.2,1.42,-0.1,0.1,2,.496,.499,$3700000,Traded
95,Mark Prior\priorma01,25,CHC,43.2,9,9,39,8.04,4.77,-0.08,0.19,100.8,5.07,-14,-1.2,,0.0,-0.9,-10,.363,.492,$3650000,Amateur Draft
96,Shawn Chacon\chacosh01,28,2TM,109.0,26,20,86,7.10,4.90,-0.35,0.13,98.6,5.31,-22,-2.0,.72,0.0,-1.0,-10,.422,.493,$3600000,Traded
97,Brett Tomko\tomkobr01,33,LAD,112.1,44,15,67,5.37,4.78,-0.18,0.05,100.6,5.03,-4,-0.4,1.07,-0.1,0.5,6,.491,.498,$3600000,Free Agency
98,Jason Johnson\johnsja02,32,3TM,115.0,24,20,86,6.73,4.95,-0.22,0.15,100.0,5.32,-19,-1.7,.21,-0.1,-0.6,-5,.427,.495,$3500000,Purchased
99,Braden Looper\loopebr01,31,STL,73.1,69,0,30,3.68,4.66,0.32,-0.34,99.3,3.97,3,0.2,1.14,-0.1,0.8,9,.504,.502,$3500000,Free Agency
100,Julian Tavarez\tavarju01,33,BOS,98.2,58,6,54,4.93,5.12,-0.19,-0.18,104.0,5.33,3,0.3,.86,-0.2,1.2,16,.505,.502,$3350000,Free Agency
101,John Lackey\lackejo01,27,LAA,217.2,33,33,98,4.05,5.05,0.00,0.19,99.3,5.20,25,2.6,,-0.1,4.7,53,.578,.516,$3340000,Amateur Draft
102,Cory Lidle\lidleco01,34,2TM,170.2,31,30,100,5.27,4.92,-0.18,0.19,103.8,5.49,4,0.4,1.34,-0.1,1.8,21,.512,.501,$3300000,Traded
103,Brett Myers\myersbr01,25,PHI,198.0,31,31,93,4.23,4.97,-0.11,0.19,103.1,5.44,27,2.8,,-0.1,4.4,45,.591,.517,$3300000,Amateur Draft
104,Doug Davis*\davisdo02,30,MIL,203.1,34,34,118,5.22,4.70,0.05,0.18,100.6,4.86,-8,-0.7,,-0.1,0.9,10,.478,.495,$3200000,Free Agency
105,Carlos Silva\silvaca01,27,MIN,180.1,36,31,130,6.49,5.07,0.09,0.17,98.6,5.07,-31,-2.8,.77,-0.1,-1.0,-8,.422,.483,$3200000,Traded
106,Dustin Hermanson\hermadu01,33,CHW,6.2,6,0,3,4.05,4.90,-0.20,-0.36,104.5,4.95,1,0.1,.96,0.0,0.1,1,.510,.500,$3150000,Free Agency
107,Scott Eyre*\eyresc01,34,CHC,61.1,74,0,25,3.67,4.92,-0.07,-0.36,103.4,4.78,8,0.8,1.17,0.0,1.3,13,.510,.505,$3033333,Free Agency
108,Mike Timlin\timlimi01,40,BOS,64.0,68,0,33,4.64,5.08,-0.20,-0.38,103.7,5.09,2,0.2,1.78,-0.1,0.9,10,.504,.501,$3023894,Free Agency
109,Bronson Arroyo\arroybr01,29,CIN,240.2,35,35,98,3.66,4.74,-0.27,0.19,103.1,5.36,46,4.9,,-0.1,6.8,67,.640,.530,$3000000,Traded
110,Bob Howry\howrybo01,32,CHC,76.2,84,0,28,3.29,4.82,-0.07,-0.35,103.0,4.68,12,1.2,1.33,0.1,1.9,19,.514,.507,$3000000,Free Agency
111,Steve Kline*\klinest02,33,SFG,51.2,72,0,24,4.18,4.97,0.21,-0.36,99.2,4.36,1,0.1,1.42,-0.1,0.5,6,.502,.501,$3000000,Free Agency
112,Guillermo Mota\motagu01,32,2TM,55.2,52,0,29,4.69,4.95,-0.07,-0.36,97.2,4.53,-1,-0.1,.78,-0.1,0.4,5,.498,.498,$3000000,Traded
113,Victor Zambrano\zambrvi01,30,NYM,21.1,5,5,16,6.75,5.13,0.23,0.20,89.8,4.59,-5,-0.5,,0.0,-0.3,-3,.408,.497,$3000000,Traded
114,Antonio Alfonseca\alfonan01,34,TEX,16.0,19,0,10,5.63,5.01,0.07,-0.37,100.1,4.58,-2,-0.2,.91,0.0,-0.1,0,.490,.499,$2750000,Free Agency
115,Roberto Hernandez\hernaro01,41,2TM,63.2,68,0,32,4.52,4.91,-0.13,-0.36,98.1,4.60,1,0.1,1.21,-0.2,0.5,6,.501,.500,$2750000,Traded
116,Chris Reitsma\reitsch01,28,ATL,28.0,27,0,27,8.68,4.93,-0.09,-0.36,97.7,4.55,-13,-1.2,1.62,-0.4,-1.4,-10,.455,.493,$2750000,Traded
117,Glendon Rusch*\ruschgl01,31,CHC,66.1,25,9,57,7.73,4.76,-0.08,-0.04,101.7,4.88,-21,-1.9,.78,0.0,-1.3,-15,.423,.488,$2750000,Free Agency
118,Scott Schoeneweis*\schoesc01,32,2TM,51.2,71,0,28,4.88,5.19,0.22,-0.38,100.8,4.63,-2,-0.1,1.34,-0.1,0.3,4,.498,.497,$2750000,Traded
119,Hector Carrasco\carrahe01,36,LAA,100.1,56,3,42,3.77,5.05,0.00,-0.29,100.0,4.76,10,1.0,.66,-0.4,1.7,22,.517,.506,$2600000,Free Agency
120,Ryan Franklin\frankry01,33,2TM,77.1,66,0,42,4.89,4.94,-0.18,-0.36,103.6,4.92,1,0.1,1.06,-0.1,0.6,7,.501,.500,$2600000,Traded
121,Jorge Julio\juliojo01,27,2TM,66.0,62,0,35,4.77,4.93,0.05,-0.36,101.4,4.58,-1,-0.1,1.09,0.0,0.5,5,.498,.501,$2525000,Traded
122,Rheal Cormier*\cormirh01,39,2TM,48.0,64,0,13,2.44,4.96,-0.19,-0.36,104.4,4.99,14,1.4,1.31,0.1,2.0,18,.522,.505,$2500000,Traded
123,Ray King*\kingra01,32,COL,44.2,67,0,26,5.24,5.05,0.10,-0.37,108.4,4.96,-1,-0.1,1.23,-0.1,0.2,3,.498,.499,$2500000,Traded
124,Ramon Ortiz\ortizra02,33,WSN,190.2,33,33,127,5.99,4.96,-0.27,0.19,93.8,5.09,-19,-1.8,,-0.1,-0.2,-2,.447,.489,$2500000,Free Agency
125,Jake Peavy\peavyja01,25,SDP,202.1,32,32,93,4.14,4.82,0.24,0.19,90.1,4.30,4,0.4,,-0.1,2.0,22,.513,.503,$2500000,Amateur Draft
126,Steve Trachsel\trachst01,35,NYM,164.2,30,30,94,5.14,4.91,0.24,0.19,97.2,4.73,-7,-0.7,,-0.1,0.6,8,.477,.496,$2500000,Free Agency
127,Brandon Webb\webbbr01,27,ARI,235.0,33,33,91,3.49,4.84,-0.01,0.19,105.2,5.30,48,5.2,,-0.1,7.0,69,.656,.532,$2500000,Amateur Draft
128,Joe Kennedy*\kennejo04,27,OAK,35.0,39,0,10,2.57,5.07,0.01,-0.37,97.0,4.54,7,0.7,1.44,0.1,1.2,12,.518,.504,$2400000,Traded
129,Aaron Harang\haranaa01,28,CIN,234.1,36,35,109,4.19,4.74,-0.27,0.18,104.1,5.41,32,3.4,2.32,-0.1,5.3,53,.594,.521,$2350000,Traded
130,Jeremy Bonderman\bondeje01,23,DET,214.0,34,34,104,4.37,5.02,0.23,0.19,99.6,4.97,11,1.1,,-0.1,3.2,38,.534,.507,$2300000,Traded
131,Mike Maroth*\marotmi01,28,DET,53.2,13,9,26,4.36,5.05,0.27,0.13,98.9,4.86,2,0.2,.32,-0.1,0.7,9,.517,.501,$2300000,Traded
132,Josh Towers\towerjo01,29,TOR,62.0,15,12,62,9.00,4.97,0.46,0.12,103.2,4.79,-30,-2.5,.97,0.0,-1.9,-22,.335,.485,$2300000,Free Agency
133,Damaso Marte*\marteda01,31,PIT,58.1,75,0,30,4.63,4.93,-0.24,-0.36,100.1,4.81,1,0.1,1.21,-0.1,0.6,7,.502,.501,$2250000,Traded
134,Justin Speier\speieju01,32,TOR,51.1,58,0,18,3.16,5.03,0.33,-0.37,100.0,4.33,6,0.6,1.66,0.1,1.2,13,.510,.504,$2250000,Traded
135,Ron Villone*\villoro01,36,NYY,80.1,70,0,48,5.38,5.02,-0.32,-0.37,99.5,4.94,-5,-0.5,.82,-0.2,0.2,5,.493,.497,$2250000,Traded
136,A.J. Burnett\burnea.01,29,TOR,135.2,21,21,67,4.44,5.08,0.36,0.20,100.0,4.92,5,0.5,,-0.1,1.9,23,.526,.503,$2200000,Free Agency
137,Horacio Ramirez*\ramirho01,26,ATL,76.1,14,14,42,4.95,4.94,-0.07,0.19,99.6,5.19,2,0.2,,0.0,0.8,9,.516,.501,$2200000,Amateur Draft
138,J.C. Romero*\romerj.01,30,LAA,48.1,65,0,40,7.45,5.12,0.00,-0.38,100.0,4.74,-15,-1.4,.84,0.0,-0.9,-9,.478,.491,$2200000,Traded
139,Jorge Sosa\sosajo02,28,2TM,118.0,45,13,79,6.03,4.86,0.03,-0.03,97.4,4.66,-18,-1.7,.87,-0.1,-0.7,-7,.463,.494,$2200000,Traded
140,Tony Armas\armasto02,28,WSN,154.0,30,30,96,5.61,4.98,-0.25,0.20,96.8,5.25,-6,-0.6,,-0.1,0.7,8,.481,.497,$2100000,Free Agency
141,Scot Shields\shielsc01,30,LAA,87.2,74,0,30,3.08,5.06,0.00,-0.37,100.2,4.70,15,1.5,1.65,0.2,2.6,26,.520,.509,$2100000,Amateur Draft
142,Casey Fossum*\fossuca01,28,TBD,130.0,25,25,89,6.16,5.13,-0.23,0.20,101.3,5.63,-9,-0.9,,-0.1,0.4,7,.465,.495,$2025000,Traded
143,Octavio Dotel\doteloc01,32,NYY,10.0,14,0,13,11.70,4.90,-0.44,-0.36,99.6,4.95,-8,-0.7,.66,0.1,-0.5,-6,.449,.496,$2000000,Free Agency
144,Brian Fuentes*\fuentbr01,30,COL,65.1,66,0,25,3.44,4.88,0.08,-0.36,109.2,4.85,10,1.0,1.51,0.1,1.8,16,.516,.506,$2000000,Traded
145,Danny Kolb\kolbda01,31,MIL,48.1,53,0,28,5.21,4.80,0.06,-0.35,101.7,4.46,-4,-0.4,.98,-0.1,0.0,0,.493,.498,$2000000,Free Agency
146,Jose Mesa\mesajo01,40,COL,72.1,79,0,32,3.98,4.95,0.10,-0.36,108.9,4.89,7,0.7,1.23,0.0,1.3,14,.509,.505,$2000000,Free Agency
